row_label_raw,row_label_full,STT,TÊN NHÀ CUNG CÁP,TẠI 31/12/2023,numeric__TÊN NHÀ CUNG CÁP,numeric__TẠI 31/12/2023
226,226,226,CÔNG TY CỔ PHẦN CKP,1.805.374.940,,1805374940.0
227,227,227,CÔNG TY TNHH SẢN XUẤT THỊNH PHẤT,1.701.577.690,,1701577690.0
228,228,228,CÔNG TY TNHH MỔI TRƯỜNG ĐỒ THỊ TRƯỜNG THÀNH,1.530.540.375,,1530540375.0
229,229,229,CÔNG TY TNHH CEMENT BROS,1.527.894.580,,1527894580.0
230,230,230,CÔNG TY TNHH ĐẦU TƯ VÀ XÃY DỰNG NGUYẾN THÀNH,1.523.784.800,,1523784800.0
231,231,231,CÔNG TY TNHH XD VÀ THƯƠNG MAI PHAM ĐẠT,1.416.583.300,,1416583300.0
232,232,232,CÔNG TY CP XÃY DỰNG NAM VIỆT ỨC MIỂN TRUNG,1.405.738.631,,1405738631.0
233,233,233,CÔNG TY TNHH XÃY DỰNG - CỔ ĐIỂN ĐẮT PHAN,1.356.015.115,,1356015115.0
234,234,234,CÔNG TY TRÁCH NHIỆM HỮU HẠN HỮNG KIN,1.306.288.084,,1306288084.0
235,235,235,CÔNG TY TNHH XÃY DỰNG VÀ THƯƠNG MẠI S VIỆT,1.265.845.055,,1265845055.0
236,236,236,CÔNG TY TNHH TM DV VẮT LIỆU XÃY DỰNG THIÊN KIM,1.245.061.800,,1245061800.0
237,237,237,CÔNG TY CP TƯ VĂN THIỆT KẾ VÀ XÃY DỰNG HẢI PHẤT TH,1.173.849.058,,1173849058.0
238,238,238,CÔNG TY CỔ PHẦN PHẤT TRIỂN HÀ TẢNG VÀ THƯƠNG MAI HOÀNG KIM,1.117.017.460,,1117017460.0
239,239,239,CÔNG TY CỔ PHẦN MS PLUS,1.067.504.775,,1067504775.0
240,240,240,CÔNG TY TNHH TƯ VĂN XÃY DỰNG VÀ NỘI THẤT BIÊN ĐỒNG,1.062.647.952,,1062647952.0
241,241,241,CTY CỔ PHẦN IPRO,963.403.000,,963403000.0
242,242,242,CÔNG TY CP SX-TM SẢI GÒN,960.962.034,,960962034.0
243,243,243,CÔNG TY TNHH TM-XD THIÊN HÀ PHẤT,794.638.874,,794638874.0
244,244,244,CÔNG TY TNHH TMDV LH,717.018.892,,717018892.0
245,245,245,CÔNG TY TNHH TBK,708.048.000,,708048000.0
246,246,246,CÔNG TY TNHH LIÊN DOANH TOẠN CẦU KONISHI & DAEHWA,676.610.070,,676610070.0
247,247,247,CÔNG TY TNHH ĐO ĐẠC - XÃY DỰNG TOẠN ĐƯỢC,655.978.554,,655978554.0
248,248,248,CÔNG TY CP ĐẦU TƯ PHẤT TRIỂN MINH HẢI,620.388.667,,620388667.0
249,249,249,CÔNG TY TNHH ĐẦU TƯ XÃY DỰNG SKG,564.858.894,,564858894.0
250,250,250,CÔNG TY CP ĐẦU TƯ DV TM VIỆT NHẤT,559.416.053,,559416053.0
251,251,251,CÔNG TY TNHH THƯƠNG MAI CẢNH QUAN THẢO NGUYÊN,521.205.292,,521205292.0
252,252,252,CÔNG TY CP ĐẦU TƯ PHẤT TRIỂN VÀ KINH DOANH ĐỊCH VỤ TM HÀ KHÁNH,467.798.905,,467798905.0
253,253,253,CÔNG TY TNHH PONA VIỆT NAM,418.864.500,,418864500.0
254,254,254,CÔNG TY TNHH ĐẦU TƯ TRƯỜNG THÀNH,397.188.139,,397188139.0
255,255,255,CÔNG TY TNHH CAO NHÁN,317.263.500,,317263500.0
256,256,256,CÔNG TY CP ĐẦU TƯ & TM VIỆT COM,288.742.300,,288742300.0
257,257,257,CÔNG TY CPSX VÀ KD THƯƠNG MẠI VIỆT TIÊN,261.085.000,,261085000.0
258,258,258,CÔNG TY TNHH GẠCH KHỐNG NUNG 19/5,213.458.244,,213458244.0
259,259,259,CÔNG TY CP KINH DOANH VÀ PHẤT TRIỂN HÀ AN,168.323.244,,168323244.0
260,260,260,CÔNG TY TNHH THUÂN HIỆP THÀNH,101.545.804,,101545804.0
261,261,261,CÁC NHÀ CUNG CÁP KHÁC,2.175.459.630.926,,2175459630926.0
,,,TỔNG CÔNG,4.874.882.372.833,,4874882372833.0
