row_label_raw,row_label_full,Mã số,Chỉ tiêu,Thuyết minh,Năm 2025,Năm 2024,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__Năm 2025,numeric__Năm 2024
,,,III. Lưu chuyển tiền từ hoạt động tài chính,,,,,,,
31,31,31,"- Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,2.500.000.000,8.330.000.000,,,2500000000.0,8330000000.0
32,32,32,"- Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,,,,,,
33,32 > 33,33,- Tiền thu từ đi vay,,11.466.234.178.622,15.702.935.454.408,,,11466234178622.0,15702935454408.0
34,32 > 34,34,- Tiền trả nợ gốc vay,,(11.566.515.138.686),(12.757.217.763.461),,,-11566515138686.0,-12757217763461.0
35,32 > 35,35,- Tiền trả nợ gốc thuê tài chính,,(66.175.255.764),(80.085.884.960),,,-66175255764.0,-80085884960.0
36,32 > 36,36,"- Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(5.372.649.468),(27.878.365.770),,,-5372649468.0,-27878365770.0
40,32 > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,(169.328.865.296),2.846.083.440.217,,,-169328865296.0,2846083440217.0
50,32 > 50,50,Lưu chuyển tiền thuần trong kỳ,,(1.358.400.377.296),705.686.507.882,,,-1358400377296.0,705686507882.0
60,32 > 60,60,Tiền và tương đương tiền đầu năm,,2.070.302.439.363,1.365.023.440.747,,,2070302439363.0,1365023440747.0
,,,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,(95.980.202),(407.509.266),,,-95980202.0,-407509266.0
70,32 > 70,70,Tiền và tương đương tiền cuối kỳ,,711.806.081.865,2.070.302.439.363,,,711806081865.0,2070302439363.0
