row_label_raw,row_label_full,Mã số,Chỉ tiêu,Thuyết minh,Năm 2025,Năm 2024,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__Năm 2025,numeric__Năm 2024
,,,I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,,,
01,01,01,Lợi nhuận trước thuế,,204.389.471.835,317.093.997.015,,,204389471835.0,317093997015.0
01,01,01,2. Điều chỉnh cho các khoản,,,,,,,
02,01 > 02,02,- Khấu hao TSCĐ và BĐSĐT,,479.456.613.134,438.448.735.221,,,479456613134.0,438448735221.0
03,01 > 03,03,- Các khoản dự phòng,,3.906.148.921,(1.197.510.595),,,3906148921.0,-1197510595.0
04,01 > 04,04,- Lãi/lỗ chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,42.449.174.672,11.944.385.210,,,42449174672.0,11944385210.0
05,01 > 05,05,"- Lãi, lỗ từ hoạt động đầu tư",,(201.564.840.760),(142.955.555.304),,,-201564840760.0,-142955555304.0
06,01 > 06,06,- Chi phí lãi vay,,694.110.889.582,661.139.329.878,,,694110889582.0,661139329878.0
07,07,07,- Các khoản điều chỉnh khác,,,,,,,
08,07 > 08,08,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,1.222.747.457.384,1.284.473.381.425,,,1222747457384.0,1284473381425.0
09,07 > 09,09,"- Tăng, giảm các khoản phải thu",,(1.362.730.739.325),(790.906.910.608),,,-1362730739325.0,-790906910608.0
10,07 > 10,10,"- Tăng, giảm hàng tồn kho",,(504.591.168.124),216.919.908.507,,,-504591168124.0,216919908507.0
11,07 > 11,11,"- Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,1.094.260.099.490,(916.744.381.053),,,1094260099490.0,-916744381053.0
12,07 > 12,12,"- Tăng, giảm chi phí trả trước",,3.634.081.848,4.878.058.157,,,3634081848.0,4878058157.0
13,07 > 13,13,"- Tăng, giảm chứng khoán kinh doanh",,2.099.665.345,279.008.349,,,2099665345.0,279008349.0
14,07 > 14,14,- Tiền lãi vay đã trả,,(723.468.830.486),(710.048.555.274),,,-723468830486.0,-710048555274.0
15,07 > 15,15,- Thuế thu nhập doanh nghiệp đã nộp,,(60.550.860.038),(57.228.458.208),,,-60550860038.0,-57228458208.0
16,07 > 16,16,- Tiền thu khác từ hoạt động kinh doanh,,,56.160.000,,,,56160000.0
17,07 > 17,17,- Tiền chi khác cho hoạt động kinh doanh,,,(518.869.626),,,,-518869626.0
20,07 > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,(328.600.293.906),(968.840.658.331),,,-328600293906.0,-968840658331.0
,,,II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,,,
21,07 > 21,21,"- Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",,(428.012.703.632),(254.360.620.505),,,-428012703632.0,-254360620505.0
22,07 > 22,22,"- Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,1.197.608.433,66.223.636,,,1197608433.0,66223636.0
23,07 > 23,23,"- Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(2.543.681.335.724),(1.618.170.355.143),,,-2543681335724.0,-1618170355143.0
24,07 > 24,24,"- Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,1.969.819.760.273,536.046.219.126,,,1969819760273.0,536046219126.0
25,25,25,- Tiền chi đầu tư góp vốn vào đơn vị khác,,,,,,,
26,25 > 26,26,- Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,,66.417.002.393,,,,66417002393.0
27,25 > 27,27,"- Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,140.205.452.556,98.445.256.489,,,140205452556.0,98445256489.0
30,25 > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(860.471.218.094),(1.171.556.274.004),,,-860471218094.0,-1171556274004.0
