row_label_raw,row_label_full,(*) Chi tiết các khoản vay dài hạn đến hạn trả,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngân hàng First Comercial Bank - Chi nhánh TP.HCM,Ngân hàng First Comercial Bank - Chi nhánh TP.HCM,Ngân hàng First Comercial Bank - Chi nhánh TP.HCM,122.000.000.000,112.000.000.000,122000000000.0,112000000000.0
Ngân hàng TMCP Công Thương Việt Nam - CN Đồng Tháp,Ngân hàng TMCP Công Thương Việt Nam - CN Đồng Tháp,Ngân hàng TMCP Công Thương Việt Nam - CN Đồng Tháp,292.000.000.000,284.000.000.000,292000000000.0,284000000000.0
Ngân hàng TMCP Việt Nam Thịnh Vượng - CN An Giang,Ngân hàng TMCP Việt Nam Thịnh Vượng - CN An Giang,Ngân hàng TMCP Việt Nam Thịnh Vượng - CN An Giang,74.216.000.000,11.934.000.000,74216000000.0,11934000000.0
Ngân hàng TMCP Thịnh Vượng và Phát Triển - CN Hà Nội,Ngân hàng TMCP Thịnh Vượng và Phát Triển - CN Hà Nội,Ngân hàng TMCP Thịnh Vượng và Phát Triển - CN Hà Nội,23.560.000.000,,23560000000.0,
Ngân hàng TMCP Thịnh Vượng và Phát Triển - CN An Giang,Ngân hàng TMCP Thịnh Vượng và Phát Triển - CN An Giang,Ngân hàng TMCP Thịnh Vượng và Phát Triển - CN An Giang,50.981.500.000,,50981500000.0,
Ngân hàng TMCP Á Châu - CN An Giang,Ngân hàng TMCP Á Châu - CN An Giang,Ngân hàng TMCP Á Châu - CN An Giang,2.800.000.000,,2800000000.0,
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Bắc An Giang,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Bắc An Giang,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Bắc An Giang,1.200.000.000,,1200000000.0,
Ngân hàng China Construction Bank Corporation - Chi nhánh TP.HCM,Ngân hàng China Construction Bank Corporation - Chi nhánh TP.HCM,Ngân hàng China Construction Bank Corporation - Chi nhánh TP.HCM,64.000.000.000,64.000.000.000,64000000000.0,64000000000.0
Tổng cộng:,Tổng cộng:,Tổng cộng:,7.131.470.245.583,6.692.847.697.361,7131470245583.0,6692847697361.0
