row_label_raw,row_label_full,"Chi phí công cụ, dụng cụ",157.842.945,185.363.616,numeric__157.842.945,numeric__185.363.616
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,18.545.641.664,12.453.866.173,18545641664.0,12453866173.0
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,575.408.680,845.771.345,575408680.0,845771345.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,55.376.773.404,28.477.999.572,55376773404.0,28477999572.0
Chi phí vận chuyển hàng hoá,Chi phí vận chuyển hàng hoá,Chi phí vận chuyển hàng hoá,90.861.973.339,112.480.429.906,90861973339.0,112480429906.0
Các khoản chi phí bán hàng khác,Các khoản chi phí bán hàng khác,Các khoản chi phí bán hàng khác,43.120.029.914,64.316.595.029,43120029914.0,64316595029.0
Cộng,Cộng,Cộng,208.637.669.946,218.760.025.641,208637669946.0,218760025641.0
