row_label_raw,row_label_full,col_0,col_1,col_2,col_3,Đơn vị tính: VND,numeric__col_1,numeric__col_2,numeric__col_3,numeric__Đơn vị tính: VND
18. NGƯỜI MUA TRÀ TIỀN TRƯỚC,18. NGƯỜI MUA TRÀ TIỀN TRƯỚC,18. NGƯỜI MUA TRÀ TIỀN TRƯỚC,18. NGƯỜI MUA TRÀ TIỀN TRƯỚC,18. NGƯỜI MUA TRÀ TIỀN TRƯỚC,18. NGƯỜI MUA TRÀ TIỀN TRƯỚC,18. NGƯỜI MUA TRÀ TIỀN TRƯỚC,,,,
,,,,,Số cuối năm,Số đầu năm,,,,
a) Ngắn hạn,18. NGƯỜI MUA TRÀ TIỀN TRƯỚC > a) Ngắn hạn,a) Ngắn hạn,,,195.343.172.665,229.941.996.542,,,195343172665.0,229941996542.0
Bên khác,18. NGƯỜI MUA TRÀ TIỀN TRƯỚC > Bên khác,Bên khác,,,195.343.172.665,229.941.996.542,,,195343172665.0,229941996542.0
+ Công ty Cổ Phần Đầu Tư Xây dựng Sao Mai Bến Tre,18. NGƯỜI MUA TRÀ TIỀN TRƯỚC > + Công ty Cổ Phần Đầu Tư Xây dựng Sao Mai Bến Tre,+ Công ty Cổ Phần Đầu Tư Xây dựng Sao Mai Bến Tre,,,5.900.000.000,5.900.000.000,,,5900000000.0,5900000000.0
+ Công ty Cổ phần Net Zero Carbon,18. NGƯỜI MUA TRÀ TIỀN TRƯỚC > + Công ty Cổ phần Net Zero Carbon,+ Công ty Cổ phần Net Zero Carbon,,,400.346.678,2.187.770.906,,,400346678.0,2187770906.0
+ Công ty Cổ phần Xuất Khẩu Thủy Hải Sản Sạch,18. NGƯỜI MUA TRÀ TIỀN TRƯỚC > + Công ty Cổ phần Xuất Khẩu Thủy Hải Sản Sạch,+ Công ty Cổ phần Xuất Khẩu Thủy Hải Sản Sạch,,,,14.110.929.380,,,,14110929380.0
+ Công ty TNHH CNSL INDUSTRIAL,18. NGƯỜI MUA TRÀ TIỀN TRƯỚC > + Công ty TNHH CNSL INDUSTRIAL,+ Công ty TNHH CNSL INDUSTRIAL,,,,19.500.000.000,,,,19500000000.0
+ Lê Văn Linh,18. NGƯỜI MUA TRÀ TIỀN TRƯỚC > + Lê Văn Linh,+ Lê Văn Linh,,,,449.212.000,,,,449212000.0
+ Lê Như Thành,18. NGƯỜI MUA TRÀ TIỀN TRƯỚC > + Lê Như Thành,+ Lê Như Thành,,,,20.000.000.000,,,,20000000000.0
+ Lê Đức Tùng,18. NGƯỜI MUA TRÀ TIỀN TRƯỚC > + Lê Đức Tùng,+ Lê Đức Tùng,,,,20.000.000.000,,,,20000000000.0
+ Công ty TNHH MTV Kiểm định và Đầu tư Toàn Cầu,18. NGƯỜI MUA TRÀ TIỀN TRƯỚC > + Công ty TNHH MTV Kiểm định và Đầu tư Toàn Cầu,+ Công ty TNHH MTV Kiểm định và Đầu tư Toàn Cầu,,,56.664.859.440,26.226.961.132,,,56664859440.0,26226961132.0
+ Khách hàng khác,18. NGƯỜI MUA TRÀ TIỀN TRƯỚC > + Khách hàng khác,+ Khách hàng khác,,,132.377.966.547,121.567.123.124,,,132377966547.0,121567123124.0
Bên liên quan,Bên liên quan,Bên liên quan,,,,,,,,
b) Dài hạn,Bên liên quan > b) Dài hạn,b) Dài hạn,,,195.343.172.665,229.941.996.542,,,195343172665.0,229941996542.0
