row_label_raw,row_label_full,b) Phải thu,Số cuối năm,Số phải thu trong kỳ,Số đã thực thu trong kỳ,Số đầu năm,numeric__Số cuối năm,numeric__Số phải thu trong kỳ,numeric__Số đã thực thu trong kỳ,numeric__Số đầu năm
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,261.950.421,261.950.421,,,261950421.0,261950421.0,,
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,2.927.376.528,333.338.649,924.276.265,3.518.314.144,2927376528.0,333338649.0,924276265.0,3518314144.0
Cộng,Cộng,Cộng,3.189.326.949,595.289.070,924.276.265,3.518.314.144,3189326949.0,595289070.0,924276265.0,3518314144.0
