row_label_raw,row_label_full,Tên đơn vị,Địa chỉ,numeric__Địa chỉ
+ Chi nhánh Công ty CP Tập Đoàn Sao Mai tại thành phố Hồ Chí Minh,+ Chi nhánh Công ty CP Tập Đoàn Sao Mai tại thành phố Hồ Chí Minh,+ Chi nhánh Công ty CP Tập Đoàn Sao Mai tại thành phố Hồ Chí Minh,"Số 9 Nguyễn Kim, phường Chợ Lớn, TP Hồ Chí Minh",
+ Chi nhánh Công ty CP Tập Đoàn Sao Mai - Khu nghỉ mát Sao Mai,+ Chi nhánh Công ty CP Tập Đoàn Sao Mai - Khu nghỉ mát Sao Mai,+ Chi nhánh Công ty CP Tập Đoàn Sao Mai - Khu nghỉ mát Sao Mai,"143-145 đường Hùng Vương, Phường Tân Phước, TP Hồ Chí Minh",
+ Chi nhánh Công ty CP Tập Đoàn Sao Mai tại Lắp Vò - Đồng Tháp,+ Chi nhánh Công ty CP Tập Đoàn Sao Mai tại Lắp Vò - Đồng Tháp,+ Chi nhánh Công ty CP Tập Đoàn Sao Mai tại Lắp Vò - Đồng Tháp,"Quốc lộ 80, Cụm Công nghiệp Вам Cống, Áp An Thạnh, Xã Lắp Vò, Đồng Tháp",
+ Chi nhánh Công ty CP Tập Đoàn Sao Mai tại Thanh Hoá,+ Chi nhánh Công ty CP Tập Đoàn Sao Mai tại Thanh Hoá,+ Chi nhánh Công ty CP Tập Đoàn Sao Mai tại Thanh Hoá,"Khu đô thị mới Sao Mai, Quốc lộ 47, Xã Thọ Phú, Thanh Hóa",
+ Chi nhánh Tập đoàn Sao Mai tại Đồng Tháp,+ Chi nhánh Tập đoàn Sao Mai tại Đồng Tháp,+ Chi nhánh Tập đoàn Sao Mai tại Đồng Tháp,"Số 04 Đốc Bình Kiều, Phường Cao Lãnh, Đồng Tháp",
+ Chi nhánh Công ty CP Tập Đoàn Sao Mai - Khu Nghị Dương và Spa Lamori,+ Chi nhánh Công ty CP Tập Đoàn Sao Mai - Khu Nghị Dương và Spa Lamori,+ Chi nhánh Công ty CP Tập Đoàn Sao Mai - Khu Nghị Dương và Spa Lamori,"Thôn Quyết Tâm, Xã Sao Vàng, Thanh Hóa",
+ Văn phòng đại diện Công ty CP Tập Đoàn Sao Mai tại các tỉnh Phía Bắc,+ Văn phòng đại diện Công ty CP Tập Đoàn Sao Mai tại các tỉnh Phía Bắc,+ Văn phòng đại diện Công ty CP Tập Đoàn Sao Mai tại các tỉnh Phía Bắc,"Nhà C và D - 9, Số 18 đường Phạm Hùng, Phường Từ Liêm, TP Hà Nội.",
+ Văn phòng đại diện Công ty CP Tập Đoàn Sao Mai tại Thành Phố Cần Thơ,+ Văn phòng đại diện Công ty CP Tập Đoàn Sao Mai tại Thành Phố Cần Thơ,+ Văn phòng đại diện Công ty CP Tập Đoàn Sao Mai tại Thành Phố Cần Thơ,"Tòa nhà VCCI, Tầng 4, số 12, Hòa Bình, Phường An Cu, Tp.Cẩn Thơ",
+ Văn phòng đại diện Công ty Cổ phần Tập Đoàn Sao Mai tại Thành phố Hồ Chí Minh,+ Văn phòng đại diện Công ty Cổ phần Tập Đoàn Sao Mai tại Thành phố Hồ Chí Minh,+ Văn phòng đại diện Công ty Cổ phần Tập Đoàn Sao Mai tại Thành phố Hồ Chí Minh,"Số 9 Nguyễn Kim, phường12, Quận 5, TP Hồ Chí Minh",
+ Văn phòng đại diện Công ty Cổ phần Tập Đoàn Sao Mai tại Bà Rịa - Vũng Tàu.,+ Văn phòng đại diện Công ty Cổ phần Tập Đoàn Sao Mai tại Bà Rịa - Vũng Tàu.,+ Văn phòng đại diện Công ty Cổ phần Tập Đoàn Sao Mai tại Bà Rịa - Vũng Tàu.,"Km 47, Quốc lộ 51, Khu phố Song Vĩnh, Phường Tân Phước, TP Hồ Chí Minh",
