row_label_raw,row_label_full,col_0,Kỳ này,Kỳ trước,numeric__Kỳ này,numeric__Kỳ trước
Vốn đầu tư của chủ sở hữu:- Vốn góp đầu năm,Vốn đầu tư của chủ sở hữu:- Vốn góp đầu năm,Vốn đầu tư của chủ sở hữu:- Vốn góp đầu năm,3.701.782.500.000,3.365.267.520.000,3701782500000.0,3365267520000.0
- Vốn góp tăng trong kỳ do chia cổ tức bằng cổ phiếu,- Vốn góp tăng trong kỳ do chia cổ tức bằng cổ phiếu,- Vốn góp tăng trong kỳ do chia cổ tức bằng cổ phiếu,370.159.330.000,336.514.980.000,370159330000.0,336514980000.0
- Vốn góp giảm trong kỳ- Vốn góp cuối kỳ,- Vốn góp giảm trong kỳ- Vốn góp cuối kỳ,- Vốn góp giảm trong kỳ- Vốn góp cuối kỳ,4.071.941.830.000,3.701.782.500.000,4071941830000.0,3701782500000.0
"Cổ tức, lợi nhuận đã chia","Cổ tức, lợi nhuận đã chia","Cổ tức, lợi nhuận đã chia",370.159.330.000,336.514.980.000,370159330000.0,336514980000.0
23. 4. Cổ phiếu,23. 4. Cổ phiếu,23. 4. Cổ phiếu,Số cuối năm,Số đầu năm,,
Số lượng cổ phiếu đăng ký phát hànhSố lượng cổ phiếu đã bán ra công chúng,23. 4. Cổ phiếu > Số lượng cổ phiếu đăng ký phát hànhSố lượng cổ phiếu đã bán ra công chúng,Số lượng cổ phiếu đăng ký phát hànhSố lượng cổ phiếu đã bán ra công chúng,407.194.183,370.178.250,407194183.0,370178250.0
- Cổ phiếu phổ thông,23. 4. Cổ phiếu > - Cổ phiếu phổ thông,- Cổ phiếu phổ thông,407.194.183,370.178.250,407194183.0,370178250.0
- Cổ phiếu ưu đãiSố lượng cổ phiếu được mua lại- Cổ phiếu phổ thông- Cổ phiếu ưu đãiSố lượng cổ phiếu đang lưu hành,23. 4. Cổ phiếu > - Cổ phiếu ưu đãiSố lượng cổ phiếu được mua lại- Cổ phiếu phổ thông- Cổ phiếu ưu đãiSố lượng cổ phiếu đang lưu hành,- Cổ phiếu ưu đãiSố lượng cổ phiếu được mua lại- Cổ phiếu phổ thông- Cổ phiếu ưu đãiSố lượng cổ phiếu đang lưu hành,407.194.183,370.178.250,407194183.0,370178250.0
- Cổ phiếu phổ thông,23. 4. Cổ phiếu > - Cổ phiếu phổ thông,- Cổ phiếu phổ thông,407.194.183,370.178.250,407194183.0,370178250.0
- Cổ phiếu ưu đãiMệnh giá cổ phiếu đang lưu hành: 10.000 đồng/cổ phiếu,- Cổ phiếu ưu đãiMệnh giá cổ phiếu đang lưu hành: 10.000 đồng/cổ phiếu,- Cổ phiếu ưu đãiMệnh giá cổ phiếu đang lưu hành: 10.000 đồng/cổ phiếu,- Cổ phiếu ưu đãiMệnh giá cổ phiếu đang lưu hành: 10.000 đồng/cổ phiếu,- Cổ phiếu ưu đãiMệnh giá cổ phiếu đang lưu hành: 10.000 đồng/cổ phiếu,,
