row_label_raw,row_label_full,Mã số,Chỉ tiêu,Thuyết minh,Năm 2025,Năm 2024,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__Năm 2025,numeric__Năm 2024
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,VI.01,11.340.313.307.752,12.021.821.033.080,,,11340313307752.0,12021821033080.0
02,02,02,2. Các khoản giảm trừ doanh thu,VI.02,22.844.742.098,8.703.143.080,,,22844742098.0,8703143080.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,,11.317.468.565.654,12.013.117.890.000,,,11317468565654.0,12013117890000.0
11,11,11,4. Giá vốn hàng bán,VI.03,9.947.950.190.582,10.635.712.841.679,,,9947950190582.0,10635712841679.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,1.369.518.375.072,1.377.405.048.321,,,1369518375072.0,1377405048321.0
21,21,21,6. Doanh thu hoạt động tài chính,VI.04,238.622.942.621,198.142.208.396,,,238622942621.0,198142208396.0
22,22,22,7. Chi phí tài chính,VI.05,809.145.103.928,721.962.932.465,,,809145103928.0,721962932465.0
23,23,23,Trong đó: Chi phí lãi vay,,694.110.889.582,661.139.329.878,,,694110889582.0,661139329878.0
24,24,24,"8. Phần lãi hoặc lỗ trong công ty liên kết, liên doanh",,,,,,,
25,24 > 25,25,8. Chi phí bán hàng,VI.06,208.637.669.946,218.760.025.641,,,208637669946.0,218760025641.0
26,24 > 26,26,9. Chi phí quản lý doanh nghiệp,VI.06,331.649.113.186,296.074.828.785,,,331649113186.0,296074828785.0
30,24 > 30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,258.709.430.633,338.749.469.826,,,258709430633.0,338749469826.0
31,24 > 31,31,11. Thu nhập khác,VI.07,11.067.719.454,16.881.213.068,,,11067719454.0,16881213068.0
32,24 > 32,32,12. Chi phí khác,VI.08,65.387.678.252,38.536.685.879,,,65387678252.0,38536685879.0
40,24 > 40,40,13. Lợi nhuận khác,,(54.319.958.798),(21.655.472.811),,,-54319958798.0,-21655472811.0
50,24 > 50,50,14. Tổng lợi nhuận kế toán trước thuế,,204.389.471.835,317.093.997.015,,,204389471835.0,317093997015.0
51,24 > 51,51,15. Chi phí thuế TNDN hiện hành,VI.10,67.149.964.769,64.255.361.446,,,67149964769.0,64255361446.0
52,24 > 52,52,16. Chi phí thuế TNDN hoãn lại,VI.11,462.715.482,1.851.997.520,,,462715482.0,1851997520.0
60,24 > 60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,136.776.791.584,250.986.638.049,,,136776791584.0,250986638049.0
61,24 > 61,61,18. Lợi nhuận kế toán sau thuế của công ty mẹ,,37.712.105.942,180.853.915.747,,,37712105942.0,180853915747.0
62,24 > 62,62,19. Lợi nhuận kế toán sau thuế của cổ đông không kiểm soát,,99.064.685.642,70.132.722.302,,,99064685642.0,70132722302.0
70,24 > 70,70,20. Lãi cơ bản trên cổ phiếu,VI.12,100,517,,,100.0,517.0
71,24 > 71,71,21. Lãi suy giảm trên cổ phiếu,VI.13,100,517,,,100.0,517.0
