row_label_raw,row_label_full,Chỉ tiêu,"Nhà cửa, vật kiến trúc","Máy móc, thiết bị","Phương tiện vận tải, truyền dẫn",Thiết bị quản lý,TSCĐ khác,Cộng,"numeric__Nhà cửa, vật kiến trúc","numeric__Máy móc, thiết bị","numeric__Phương tiện vận tải, truyền dẫn",numeric__Thiết bị quản lý,numeric__TSCĐ khác,numeric__Cộng
I. Nguyên giá,I. Nguyên giá,I. Nguyên giá,I. Nguyên giá,I. Nguyên giá,I. Nguyên giá,I. Nguyên giá,I. Nguyên giá,I. Nguyên giá,,,,,,
1. Số dư đầu năm,I. Nguyên giá > 1. Số dư đầu năm,1. Số dư đầu năm,2.111.975.846.916,4.205.776.360.203,121.038.376.617,39.738.706.630,109.053.850.629,6.587.583.140.995,2111975846916.0,4205776360203.0,121038376617.0,39738706630.0,109053850629.0,6587583140995.0
2. Số tăng trong năm,I. Nguyên giá > 2. Số tăng trong năm,2. Số tăng trong năm,660.533.256.990,149.175.979.638,10.730.535.753,216.050.000,13.732.602.918,834.388.425.299,660533256990.0,149175979638.0,10730535753.0,216050000.0,13732602918.0,834388425299.0
- Mua trong năm,I. Nguyên giá > - Mua trong năm,- Mua trong năm,5.751.418.500,2.229.632.184,2.819.638.741,54.800.000,,10.855.489.425,5751418500.0,2229632184.0,2819638741.0,54800000.0,,10855489425.0
- Đầu tư XDCB hoàn thành,I. Nguyên giá > - Đầu tư XDCB hoàn thành,- Đầu tư XDCB hoàn thành,562.706.700.330,61.248.923.656,390 000 000,,13732 602 918,638.078.226.904,562706700330.0,61248923656.0,,,,638078226904.0
- Chuyển từ BDS đầu tư sang,I. Nguyên giá > - Chuyển từ BDS đầu tư sang,- Chuyển từ BDS đầu tư sang,92.075.138.160,,,,,92.075.138.160,92075138160.0,,,,,92075138160.0
- Mua lại TSCĐ thuê tài chính,I. Nguyên giá > - Mua lại TSCĐ thuê tài chính,- Mua lại TSCĐ thuê tài chính,,85.429.541.316,7520 897 012,,,92.950.438.328,,85429541316.0,,,,92950438328.0
- Tăng khác,I. Nguyên giá > - Tăng khác,- Tăng khác,,267.882.482,,161.250.000,,429.132.482,,267882482.0,,161250000.0,,429132482.0
3. Số giảm trong năm,I. Nguyên giá > 3. Số giảm trong năm,3. Số giảm trong năm,13.596.653.640,494.240.358,2.186.900.000,,1.897.716.809,18.175.510.807,13596653640.0,494240358.0,2186900000.0,,1897716809.0,18175510807.0
"- Thanh lý, nhượng bán","I. Nguyên giá > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",13.596.653.640,494.240.358,2.186.900.000,,1.897.716.809,18.175.510.807,13596653640.0,494240358.0,2186900000.0,,1897716809.0,18175510807.0
- Giảm khác,- Giảm khác,- Giảm khác,,,,,,,,,,,,
4. Số dư cuối năm,- Giảm khác > 4. Số dư cuối năm,4. Số dư cuối năm,2.758.912.450.266,4.354.458.099.483,129.582.012.370,39.954.756.630,120.888.736.738,7.403.796.055.487,2758912450266.0,4354458099483.0,129582012370.0,39954756630.0,120888736738.0,7403796055487.0
II. Giá trị hao mòn lũy kế,II. Giá trị hao mòn lũy kế,II. Giá trị hao mòn lũy kế,II. Giá trị hao mòn lũy kế,II. Giá trị hao mòn lũy kế,II. Giá trị hao mòn lũy kế,II. Giá trị hao mòn lũy kế,II. Giá trị hao mòn lũy kế,II. Giá trị hao mòn lũy kế,,,,,,
1. Số dư đầu năm,II. Giá trị hao mòn lũy kế > 1. Số dư đầu năm,1. Số dư đầu năm,519.011.462.440,1.288.379.523.460,78.341.879.720,21.174.070.630,30.254.179.406,1.937.161.115.656,519011462440.0,1288379523460.0,78341879720.0,21174070630.0,30254179406.0,1937161115656.0
2. Khấu hao trong năm,II. Giá trị hao mòn lũy kế > 2. Khấu hao trong năm,2. Khấu hao trong năm,146.393.667.989,236.501.671.061,13.978.803.100,2.889.054.382,4.845.423.108,404.608.619.640,146393667989.0,236501671061.0,13978803100.0,2889054382.0,4845423108.0,404608619640.0
- Khấu hao trong năm,II. Giá trị hao mòn lũy kế > - Khấu hao trong năm,- Khấu hao trong năm,111.281.519.268,202.599.546.427,6.457.906.088,2.889.054.382,4.845.423.108,328.073.449.273,111281519268.0,202599546427.0,6457906088.0,2889054382.0,4845423108.0,328073449273.0
- Chuyển từ BDS đầu tư sang,II. Giá trị hao mòn lũy kế > - Chuyển từ BDS đầu tư sang,- Chuyển từ BDS đầu tư sang,35.112.148.721,,,,,35.112.148.721,35112148721.0,,,,,35112148721.0
- Mua lại TSCĐ thuê tài chính,II. Giá trị hao mòn lũy kế > - Mua lại TSCĐ thuê tài chính,- Mua lại TSCĐ thuê tài chính,,33.902.124.634,7.520.897.012,,,41.423.021.646,,33902124634.0,7520897012.0,,,41423021646.0
3. Giảm trong năm,II. Giá trị hao mòn lũy kế > 3. Giảm trong năm,3. Giảm trong năm,7.723.432.107,333.908.017,2.186.900.000,,1.070.621.877,11.314.862.001,7723432107.0,333908017.0,2186900000.0,,1070621877.0,11314862001.0
"- Thanh lý, nhượng bán","II. Giá trị hao mòn lũy kế > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",7.723.432.107,333.908.017,2.186.900.000,,1.070.621.877,11.314.862.001,7723432107.0,333908017.0,2186900000.0,,1070621877.0,11314862001.0
- Giảm khác,- Giảm khác,- Giảm khác,,,,,,,,,,,,
4. Số dư cuối năm,- Giảm khác > 4. Số dư cuối năm,4. Số dư cuối năm,657.681.698.322,1.524.547.286.504,90.133.782.820,24.063.125.012,34.028.980.637,2.330.454.873.295,657681698322.0,1524547286504.0,90133782820.0,24063125012.0,34028980637.0,2330454873295.0
III. Giá trị còn lại,III. Giá trị còn lại,III. Giá trị còn lại,III. Giá trị còn lại,III. Giá trị còn lại,III. Giá trị còn lại,III. Giá trị còn lại,III. Giá trị còn lại,III. Giá trị còn lại,,,,,,
1. Tại ngày đầu năm,III. Giá trị còn lại > 1. Tại ngày đầu năm,1. Tại ngày đầu năm,1.592.964.384.476,2.917.396.836.743,42.696.496.897,18.564.636.000,78.799.671.223,4.650.422.025.339,1592964384476.0,2917396836743.0,42696496897.0,18564636000.0,78799671223.0,4650422025339.0
2. Tại ngày cuối năm,III. Giá trị còn lại > 2. Tại ngày cuối năm,2. Tại ngày cuối năm,2.101.230.751.944,2.829.910.812.979,39.448.229.550,15.891.631.618,86.859.756.101,5.073.341.182.192,2101230751944.0,2829910812979.0,39448229550.0,15891631618.0,86859756101.0,5073341182192.0
