row_label_raw,row_label_full,"Thanh lý, nhượng bán, CCDC, TSCĐ",224.242.423,66.223.636,numeric__224.242.423,numeric__66.223.636
Thu nhập từ cho thuê tài sản,Thu nhập từ cho thuê tài sản,Thu nhập từ cho thuê tài sản,3.314.461.665,2.306.526.568,3314461665.0,2306526568.0
Tiền phạt thu được,Tiền phạt thu được,Tiền phạt thu được,358.780.500,286.427.000,358780500.0,286427000.0
Các khoản khác,Các khoản khác,Các khoản khác,7.170.234.866,14.222.035.864,7170234866.0,14222035864.0
Cộng,Cộng,Cộng,11.067.719.454,16.881.213.068,11067719454.0,16881213068.0
