row_label_raw,row_label_full,col_0,Năm 2025,Năm 2024,numeric__Năm 2025,numeric__Năm 2024
Tổng lợi nhuận kế toán trước thuế (1),Tổng lợi nhuận kế toán trước thuế (1),Tổng lợi nhuận kế toán trước thuế (1),204.389.471.835,317.093.997.015,204389471835.0,317093997015.0
"Các khoản điều chỉnh tăng, giảm lợi nhuận kế toán để xác định lợi nhuận chịu thuế thu nhập doanh nghiệp (2):","Các khoản điều chỉnh tăng, giảm lợi nhuận kế toán để xác định lợi nhuận chịu thuế thu nhập doanh nghiệp (2):","Các khoản điều chỉnh tăng, giảm lợi nhuận kế toán để xác định lợi nhuận chịu thuế thu nhập doanh nghiệp (2):",7.177.109.139,43.267.942.007,7177109139.0,43267942007.0
- Các khoản điều chỉnh tăng,- Các khoản điều chỉnh tăng,- Các khoản điều chỉnh tăng,277.193.570.167,245.694.334.514,277193570167.0,245694334514.0
- Các khoản điều chỉnh giảm,- Các khoản điều chỉnh giảm,- Các khoản điều chỉnh giảm,(270.016.461.028),(202.426.392.507),-270016461028.0,-202426392507.0
Thu nhập chịu thuế (3) = (1)+(2),Thu nhập chịu thuế (3) = (1)+(2),Thu nhập chịu thuế (3) = (1)+(2),517.396.061.462,607.235.808.058,517396061462.0,607235808058.0
Thu nhập được miễn thuế (4),Thu nhập được miễn thuế (4),Thu nhập được miễn thuế (4),1.122.213.628,1.633.114.035,1122213628.0,1633114035.0
Lỗ các năm trước được chuyển (5),Lỗ các năm trước được chuyển (5),Lỗ các năm trước được chuyển (5),,,,
Thu nhập tính thuế (6) = (3)-(4)-(5),Lỗ các năm trước được chuyển (5) > Thu nhập tính thuế (6) = (3)-(4)-(5),Thu nhập tính thuế (6) = (3)-(4)-(5),516.273.847.834,605.602.694.023,516273847834.0,605602694023.0
Thuế suất thuế thu nhập doanh nghiệp,Thuế suất thuế thu nhập doanh nghiệp,Thuế suất thuế thu nhập doanh nghiệp,,,,
- Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế kỳ hiện hành,Thuế suất thuế thu nhập doanh nghiệp > - Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế kỳ hiện hành,- Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế kỳ hiện hành,68.695.620.981,61.651.703.994,68695620981.0,61651703994.0
- Điều chỉnh chi phí thuế thu nhập doanh nghiệp của các năm trước vào chi phí thuế thu nhập hiện hành năm nay,Thuế suất thuế thu nhập doanh nghiệp > - Điều chỉnh chi phí thuế thu nhập doanh nghiệp của các năm trước vào chi phí thuế thu nhập hiện hành năm nay,- Điều chỉnh chi phí thuế thu nhập doanh nghiệp của các năm trước vào chi phí thuế thu nhập hiện hành năm nay,(1.545.656.212),2.603.657.452,-1545656212.0,2603657452.0
Tổng chi phí thuế thu nhập doanh nghiệp hiện hành,Thuế suất thuế thu nhập doanh nghiệp > Tổng chi phí thuế thu nhập doanh nghiệp hiện hành,Tổng chi phí thuế thu nhập doanh nghiệp hiện hành,67.149.964.769,64.255.361.446,67149964769.0,64255361446.0
