row_label_raw,row_label_full,"Giá trị còn lại TSCĐ và chi phí thanh lý, nhượng bán TSCĐ",Năm 2025 > 6.860.648.806,Năm 2024,numeric__Năm 2025 > 6.860.648.806,numeric__Năm 2024
Chi phí cho thuê tài sản,Chi phí cho thuê tài sản,Chi phí cho thuê tài sản,4.428.321.608,4.841.957.974,4428321608.0,4841957974.0
Các khoản bị phạt,Các khoản bị phạt,Các khoản bị phạt,44.396.613.290,25.089.477.784,44396613290.0,25089477784.0
Các khoản khác,Các khoản khác,Các khoản khác,9.702.094.548,8.605.250.121,9702094548.0,8605250121.0
Cộng,Cộng,Cộng,65.387.678.252,38.536.685.879,65387678252.0,38536685879.0
