row_label_raw,row_label_full,Bên cho vay > Ngân hàngTMCP Thịnh Vượng và Phát Triển -CN Hà Nội,Hợp đồng/Khé ước > 686.0604.2023/DN,Hạn mức/Số tiền vay (VND) > USD,Hạn mức/Số tiền vay (VND) > VND > 200.000.000.000,Dư nợ vay > USD,Dư nợ vay > VND > 1$8.220.000.000,Thời hạn vay (Tháng) > 108,Lãi suất(%) > Theo từng khế uốc nhận nợ,"Mục đích vay > TT/ Bù đắp chi phí đầu tư dự án ""Reort Sac Mai Thanh Hóa"" tại xã Thọ Lâm, huyện Thọ Xuân, Thanh Hóa",Hình thức đảm bảo > BĐS,numeric__Hợp đồng/Khé ước > 686.0604.2023/DN,numeric__Hạn mức/Số tiền vay (VND) > USD,numeric__Hạn mức/Số tiền vay (VND) > VND > 200.000.000.000,numeric__Dư nợ vay > USD,numeric__Dư nợ vay > VND > 1$8.220.000.000,numeric__Thời hạn vay (Tháng) > 108,numeric__Lãi suất(%) > Theo từng khế uốc nhận nợ,"numeric__Mục đích vay > TT/ Bù đắp chi phí đầu tư dự án ""Reort Sac Mai Thanh Hóa"" tại xã Thọ Lâm, huyện Thọ Xuân, Thanh Hóa",numeric__Hình thức đảm bảo > BĐS
Ngân hàngTMCP Thịnh Vượng và Phát Triển -CN An Giang,Ngân hàngTMCP Thịnh Vượng và Phát Triển -CN An Giang,Ngân hàngTMCP Thịnh Vượng và Phát Triển -CN An Giang,540.0436A/HDTD,,395.000.000.000,,362.150.000.000,84,Theo từng khế uốc nhận nợ,"Vay bù đắp DA ""Khu đô thị mới Sao Mai Lạm Sơn - Sao Vàng""",BĐS + BĐS hình thành từ dự án+HĐTG,,,395000000000.0,,362150000000.0,84.0,,,
Ngân hàngTMCP Thịnh Vượng và Phát Triển -CN An Giang,Ngân hàngTMCP Thịnh Vượng và Phát Triển -CN An Giang,Ngân hàngTMCP Thịnh Vượng và Phát Triển -CN An Giang,540.0436B.2024/HĐTD-DN/PGBANK,,150.000.000.000,,137.517.450.000,84,Theo từng khế uốc nhận nợ,"Vay bổ sung hoàn thiện DA ""KDT mới Sao Mai Lam Sơn - Sao Vàng""",BĐS + BĐS hình thành từ dự án+HĐTG,,,150000000000.0,,137517450000.0,84.0,,,
Ngân hàng TMCP công thương Đồng Tháp,Ngân hàng TMCP công thương Đồng Tháp,Ngân hàng TMCP công thương Đồng Tháp,161/2023 - HĐCVDADT/NHCT720 -TẬP ĐOÀN SAO MAI,,1.027.000.000.000,,627.000.000.000,70,Theo từng khế uốc nhận nợ,"Dự án điện mặt trời giai đoạn 1,2",TSCĐ hình thành từ dự án,,,1027000000000.0,,627000000000.0,70.0,,,
Ngân hàng TMCP công thương Đồng Tháp,Ngân hàng TMCP công thương Đồng Tháp,Ngân hàng TMCP công thương Đồng Tháp,162/2023 -01161/2023 - HĐCVDADT/NHCT720 -TẬP ĐOÀN SAO MAI,,1.139.000.000.000,,967.000.000.000,109,Theo từng khế uốc nhận nợ,"Dự án điện mặt trời giai đoạn 3,4",TSCĐ hình thành từ dự án,,,1139000000000.0,,967000000000.0,109.0,,,
