row_label_raw,row_label_full,23. 2. Chi tiết vốn góp của chủ sở hữu,Số cuối năm,%,Số đầu năm,%_1,numeric__Số cuối năm,numeric__%,numeric__Số đầu năm,numeric__%_1
Vốn góp của công ty mẹ,Vốn góp của công ty mẹ,Vốn góp của công ty mẹ,,,,,,,,
Vốn góp của các đối tượng khác,Vốn góp của công ty mẹ > Vốn góp của các đối tượng khác,Vốn góp của các đối tượng khác,4.071.941.830.000,"100,00%",3.701.782.500.000,"100,00%",4071941830000.0,1.0,3701782500000.0,1.0
Cộng,Vốn góp của công ty mẹ > Cộng,Cộng,4.071.941.830.000,"100,00%",3.701.782.500.000,"100,00%",4071941830000.0,1.0,3701782500000.0,1.0
