row_label_raw,row_label_full,STT,Chỉ tiêu,Thuyết minh,31/12/2021 Triệu VND,31/12/2020 Triệu VND,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__31/12/2021 Triệu VND,numeric__31/12/2020 Triệu VND
B,B,B,NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,,,,,,
I,B > I,I,Các khoản nợ Chính phủ và NHNN,16,9.468.116,41.176.995,,16.0,9468116.0,41176995.0
II,B > II,II,Tiền gửi và vay các tổ chức tín dụng khác,17,109.757.777,103.583.833,,17.0,109757777.0,103583833.0
1,B > 1,1,Tiền gửi của các tổ chức tín dụng khác,,104.043.817,100.916.433,,,104043817.0,100916433.0
2,B > 2,2,Vay các tổ chức tín dụng khác,,5.713.960,2.667.400,,,5713960.0,2667400.0
III,B > III,III,Tiền gửi của khách hàng,18,1.135.323.913,1.032.113.567,,18.0,1135323913.0,1032113567.0
IV,B > IV,IV,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,8,-,52.031,,8.0,,52031.0
V,B > V,V,"Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro",19,7.707,14.679,,19.0,7707.0,14679.0
VI,B > VI,VI,Phát hành giấy tờ có giá,20,17.387.747,21.240.197,,20.0,17387747.0,21240197.0
VII,B > VII,VII,Các khoản nợ khác,,33.609.934,33.953.811,,,33609934.0,33953811.0
1,B > 1,1,"Các khoản lãi, phí phải trả",21(a),9.326.334,9.797.834,,,9326334.0,9797834.0
3,B > 3,3,Các khoản phải trả và công nợ khác,21(b),24.283.600,24.155.977,,,24283600.0,24155977.0
,,,TỔNG NỘ PHẢI TRẢ,,1.305.555.194,1.232.135.113,,,1305555194.0,1232135113.0
VIII,VIII,VIII,Vốn chủ sở hữu,,,,,,,
1,VIII > 1,1,Vốn của tổ chức tín dụng,,42.428.821,42.428.821,,,42428821.0,42428821.0
a,VIII > a,a,Vốn điều lệ,,37.088.774,37.088.774,,,37088774.0,37088774.0
c,VIII > c,c,Thặng dư vốn cổ phần,,4.995.389,4.995.389,,,4995389.0,4995389.0
g,VIII > g,g,Vốn khác,,344.658,344.658,,,344658.0,344658.0
2,VIII > 2,2,Quỹ của tổ chức tín dụng,,18.173.068,14.925.803,,,18173068.0,14925803.0
3,VIII > 3,3,Chênh lệch tỷ giá hối đoái,,(5.109),5.103,,,-5109.0,5103.0
5,VIII > 5,5,Lợi nhuận chưa phân phối,,48.433.500,36.650.228,,,48433500.0,36650228.0
a,VIII > a,a,Lợi nhuận đề lại năm trước,,31.826.728,22.803.530,,,31826728.0,22803530.0
b,VIII > b,b,Lợi nhuận đề lại năm nay,,16.606.772,13.846.698,,,16606772.0,13846698.0
6,VIII > 6,6,Lợi ích của cổ đông không kiểm soát,,87.113,85.024,,,87113.0,85024.0
,,,TỔNG VỐN CHỦ SỞ HỮU,22(a),109.117.393,94.094.979,,,109117393.0,94094979.0
,,,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,1.414.672.587,1.326.230.092,,,1414672587.0,1326230092.0
