row_label_raw,row_label_full,col_0,Ngành kinh doanh,Tỷ lệ vốn góp(%),Giá gốcTriệu VND,Giá trị ghi sổTriệu VND,numeric__Ngành kinh doanh,numeric__Tỷ lệ vốn góp(%),numeric__Giá gốcTriệu VND,numeric__Giá trị ghi sổTriệu VND
Công ty Liên doanh Hữu hạn Vietcombank – Bonday,Công ty Liên doanh Hữu hạn Vietcombank – Bonday,Công ty Liên doanh Hữu hạn Vietcombank – Bonday,Cho thuêvăn phòng,16%,11.110,10.820,,0.16,11110.0,10820.0
Tại ngày 31 tháng 12 năm 2020:,Tại ngày 31 tháng 12 năm 2020:,Tại ngày 31 tháng 12 năm 2020:,Tại ngày 31 tháng 12 năm 2020:,Tại ngày 31 tháng 12 năm 2020:,Tại ngày 31 tháng 12 năm 2020:,Tại ngày 31 tháng 12 năm 2020:,,,,
,,,Ngành kinh doanh,Tỷ lệ vốn góp(%),Giá gốcTriệu VND,Giá trị ghi sổTriệu VND,,,,
Công ty Liên doanh Hữu hạn Vietcombank – Bonday,Tại ngày 31 tháng 12 năm 2020: > Công ty Liên doanh Hữu hạn Vietcombank – Bonday,Công ty Liên doanh Hữu hạn Vietcombank – Bonday,Cho thuêvăn phòng,16%,11.110,11.248,,0.16,11110.0,11248.0
