row_label_raw,row_label_full,col_0,Ngành kinh doanh,Tỷ lệ vốn góp (%),Giá gốcTriệu VND,Giá trị ghi sổTriệu VND,numeric__Ngành kinh doanh,numeric__Tỷ lệ vốn góp (%),numeric__Giá gốcTriệu VND,numeric__Giá trị ghi sổTriệu VND
Công ty Liên doanh TNHH Vietcombank – Bonday – Bến Thành (i),Công ty Liên doanh TNHH Vietcombank – Bonday – Bến Thành (i),Công ty Liên doanh TNHH Vietcombank – Bonday – Bến Thành (i),Cho thuêvăn phòng,52%,410.365,552.840,,0.52,410365.0,552840.0
Công ty Liên doanh Quản lý Quỹ đầu tư,Công ty Liên doanh Quản lý Quỹ đầu tư,Công ty Liên doanh Quản lý Quỹ đầu tư,Quản lý quỹđầu tư,51%,135.150,162.095,,0.51,135150.0,162095.0
,,,,,545.515,714.935,,,545515.0,714935.0
