row_label_raw,row_label_full,col_0,col_1,Quá hạn,Không chịu lãi,Dưới 1 tháng,Từ 1 đến 3 tháng,Từ trên 3 tháng đến 6 tháng,Từ trên 6 tháng đến 12 tháng,Từ trên 1 năm đến 5 năm,Trên 5 năm,Tổng cộng,numeric__col_1,numeric__Quá hạn,numeric__Không chịu lãi,numeric__Dưới 1 tháng,numeric__Từ 1 đến 3 tháng,numeric__Từ trên 3 tháng đến 6 tháng,numeric__Từ trên 6 tháng đến 12 tháng,numeric__Từ trên 1 năm đến 5 năm,numeric__Trên 5 năm,numeric__Tổng cộng
,,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,,,,
I,I,I,Tài sản,,,,,,,,,,,,,,,,,,,
I,I > I,I,"Tiền mặt, vàng bạc, đá quý",-,18.011.766,-,-,-,-,-,-,18.011.766,,,18011766.0,,,,,,,18011766.0
II,I > II,II,Tiền gửi tại NHNN,-,-,22.506.711,-,-,-,-,-,22.506.711,,,,22506711.0,,,,,,22506711.0
III,I > III,III,Tiền gửi và cho vay các TCTD khác – gộp,-,10.669,183.794.282,34.952.243,7.715.554,3.291.798,-,-,229.764.546,,,10669.0,183794282.0,34952243.0,7715554.0,3291798.0,,,229764546.0
IV,I > IV,IV,Chứng khoán kinh doanh – gộp,-,330.353,2.492.178,-,-,-,-,-,2.822.531,,,330353.0,2492178.0,,,,,,2822531.0
V,I > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,-,303.202,-,-,-,-,-,-,303.202,,,303202.0,,,,,,,303202.0
VI,I > VI,VI,Cho vay khách hàng – gộp,14.993.990,-,172.448.117,310.676.371,260.819.163,98.564.288,98.299.142,4.948.884,960.749.955,,14993990.0,,172448117.0,310676371.0,260819163.0,98564288.0,98299142.0,4948884.0,960749955.0
VII,I > VII,VII,Chứng khoán đầu tư – gộp,-,8.190,2.111.059,3.324.665,17.325.548,16.855.031,102.658.355,28.497.249,170.780.097,,,8190.0,2111059.0,3324665.0,17325548.0,16855031.0,102658355.0,28497249.0,170780097.0
VIII,I > VIII,VIII,"Góp vốn, đầu tư dài hạn – gộp",-,2.421.176,-,-,-,-,-,-,2.421.176,,,2421176.0,,,,,,,2421176.0
IX,I > IX,IX,Tài sản cố định,-,8.626.043,-,-,-,-,-,-,8.626.043,,,8626043.0,,,,,,,8626043.0
X,I > X,X,Tài sản Có khác – gộp,-,28.973.078,-,-,-,-,-,-,28.973.078,,,28973078.0,,,,,,,28973078.0
,,,Tổng tài sản,14.993.990,58.684.477,383.352.347,348.953.279,285.860.265,118.711.117,200.957.497,33.446.133,1.444.959.105,,14993990.0,58684477.0,383352347.0,348953279.0,285860265.0,118711117.0,200957497.0,33446133.0,1444959105.0
I,I,I,Nợ phải trả,,,,,,,,,,,,,,,,,,,
I,I > I,I,Các khoản nợ Chính phủ và NHNNVN và tiền gửi và vay các TCTD khác,-,-,106.192.785,10.750.186,1.900.858,382.064,-,-,119.225.893,,,,106192785.0,10750186.0,1900858.0,382064.0,,,119225893.0
II,I > II,II,Tiền gửi của khách hàng,-,150.208,640.725.084,171.006.753,128.539.559,175.235.307,19.662.565,4.437,1.135.323.913,,,150208.0,640725084.0,171006753.0,128539559.0,175235307.0,19662565.0,4437.0,1135323913.0
IV,I > IV,IV,"Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rui ro",-,-,-,-,-,-,7.707,-,7.707,,,,,,,,7707.0,,7707.0
V,I > V,V,Phát hành giấy tờ có giá,-,-,459,-,3.000.000,6.022.518,2.999.770,5.365.000,17.387.747,,,,459.0,,3000000.0,6022518.0,2999770.0,5365000.0,17387747.0
VI,I > VI,VI,Các khoản nợ phải trả khác,-,32.803.317,739.171,67.446,-,-,-,-,33.609.934,,,32803317.0,739171.0,67446.0,,,,,33609934.0
,,,Tổng nợ phải trả,-,32.953.525,747.657.499,181.824.385,133.440.417,181.639.889,22.670.042,5.369.437,1.305.555.194,,,32953525.0,747657499.0,181824385.0,133440417.0,181639889.0,22670042.0,5369437.0,1305555194.0
,,,Mức chênh nhạy cảm với lãi suất nội bảng,14.993.990,25.730.952,(364.305.152),167.128.894,152.419.848,(62.928.772),178.287.455,28.076.696,139.403.911,,14993990.0,25730952.0,-364305152.0,167128894.0,152419848.0,-62928772.0,178287455.0,28076696.0,139403911.0
