row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,,
Cổ tức phải trả,a. Ngắn hạn > Cổ tức phải trả,Cổ tức phải trả,27.360.189.449,26.449.417.989,27360189449.0,26449417989.0
Chiêu khấu thương mại phải trả,a. Ngắn hạn > Chiêu khấu thương mại phải trả,Chiêu khấu thương mại phải trả,7.106.672.714,3.323.570.000,7106672714.0,3323570000.0
"Nhận ký quỹ, ký cược ngắn hạn","a. Ngắn hạn > Nhận ký quỹ, ký cược ngắn hạn","Nhận ký quỹ, ký cược ngắn hạn",7.042.996.101,8.875.414.575,7042996101.0,8875414575.0
Tạm ứng bảo hiểm bởi thường,a. Ngắn hạn > Tạm ứng bảo hiểm bởi thường,Tạm ứng bảo hiểm bởi thường,-,19.000.000.000,,19000000000.0
"Các khoản phải trả, phải nộp khác","a. Ngắn hạn > Các khoản phải trả, phải nộp khác","Các khoản phải trả, phải nộp khác",23.289.840.385,22.467.256.969,23289840385.0,22467256969.0
,,,64.799.698.649,80.115.659.533,64799698649.0,80115659533.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,,
"Nhận ký quỹ, ký cược dài hạn","b. Dài hạn > Nhận ký quỹ, ký cược dài hạn","Nhận ký quỹ, ký cược dài hạn",1.866.870.000,960.870.000,1866870000.0,960870000.0
,,,1.866.870.000,960.870.000,1866870000.0,960870000.0
