row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGẮN HẠN,100,,6.314.163.032.937,5.943.854.074.804,,100.0,,6314163032937.0,5943854074804.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,2.029.198.585.342,2.976.952.450.033,,110.0,4.0,2029198585342.0,2976952450033.0
1.,1.,1.,Tiền,111,,265.139.502.295,349.278.804.046,,111.0,,265139502295.0,349278804046.0
2.,2.,2.,Các khoản tương đương tiền,112,,1.764.059.083.047,2.627.673.645.987,,112.0,,1764059083047.0,2627673645987.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,2.185.000.000.000,1.035.000.000.000,,120.0,,2185000000000.0,1035000000000.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,5,2.185.000.000.000,1.035.000.000.000,,123.0,5.0,2185000000000.0,1035000000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,340.731.443.856,289.371.734.319,,130.0,,340731443856.0,289371734319.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,223.032.121.230,239.163.840.466,,131.0,6.0,223032121230.0,239163840466.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,7,58.161.771.022,37.348.595.546,,132.0,7.0,58161771022.0,37348595546.0
3.,3.,3.,Phải thu ngắn hạn khác,136,8,292.846.621.763,250.709.558.469,,136.0,8.0,292846621763.0,250709558469.0
4.,4.,4.,Dự phòng phải thu ngắn hạn khó đòi,137,9,(233.576.422.659),(238.285.341.239),,137.0,9.0,-233576422659.0,-238285341239.0
5.,5.,5.,Tài sản thiếu chờ xử lý,139,,267.352.500,435.081.077,,139.0,,267352500.0,435081077.0
IV.,IV.,IV.,Hàng tồn kho,140,10,1.468.360.373.620,1.350.638.678.171,,140.0,10.0,1468360373620.0,1350638678171.0
1.,1.,1.,Hàng tồn kho,141,,1.494.665.449.780,1.370.295.612.901,,141.0,,1494665449780.0,1370295612901.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,(26.305.076.160),(19.656.934.730),,149.0,,-26305076160.0,-19656934730.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,290.872.630.119,291.891.212.281,,150.0,,290872630119.0,291891212281.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,11,27.025.250.532,29.727.375.587,,151.0,11.0,27025250532.0,29727375587.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,256.938.273.841,257.326.042.539,,152.0,,256938273841.0,257326042539.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,15,6.909.105.746,4.837.794.155,,153.0,15.0,6909105746.0,4837794155.0
