row_label_raw,row_label_full,Ông Nguyễn Tiến Vinh,Chủ tịch,numeric__Chủ tịch
Ông Lê Cự Tân,Ông Lê Cự Tân,Ông Lê Cự Tân,Thành viên,
Ông Louis T.Nguyen,Ông Louis T.Nguyen,Ông Louis T.Nguyen,Thành viên,
Ông Dương Trí Hội,Ông Dương Trí Hội,Ông Dương Trí Hội,Thành viên,
Ông Tạ Quang Huy,Ông Tạ Quang Huy,Ông Tạ Quang Huy,Thành viên (bố nhiệm ngày 30 tháng 9 năm 2020),
Ông Trịnh Văn Khiêm,Ông Trịnh Văn Khiêm,Ông Trịnh Văn Khiêm,Thành viên (bố nhiệm ngày 16 tháng 6 năm 2020),
Ông Nguyễn Hồng Vinh,Ông Nguyễn Hồng Vinh,Ông Nguyễn Hồng Vinh,Thành viên (miễn nhiệm ngày 01 tháng 5 năm 2020),
Ông Lê Minh Hồng,Ông Lê Minh Hồng,Ông Lê Minh Hồng,Thành viên (miễn nhiệm ngày 22 tháng 7 năm 2020),
