row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,,7.867.574.305.211,7.757.075.543.739,,1.0,,7867574305211.0,7757075543739.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,,105.755.700.648,73.534.335.681,,2.0,,105755700648.0,73534335681.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,29,7.761.818.604.563,7.683.541.208.058,,10.0,29.0,7761818604563.0,7683541208058.0
4.,4.,4.,Giá vốn hàng bán và dịch vụ cung cấp,11,29,6.032.014.990.990,6.281.448.254.606,,11.0,29.0,6032014990990.0,6281448254606.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,29,1.729.803.613.573,1.402.092.953.452,,20.0,29.0,1729803613573.0,1402092953452.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,31,179.636.016.847,140.013.425.496,,21.0,31.0,179636016847.0,140013425496.0
7.,7.,7.,Chi phí tài chính,22,32,94.847.103.094,107.636.556.757,,22.0,32.0,94847103094.0,107636556757.0
7.,7.,7.,- Trong đó: Chi phí lãi vay,23,,88.463.426.175,106.897.449.564,,23.0,,88463426175.0,106897449564.0
8.,8.,8.,"Phần lãi trong công ty liên kết, liên doanh",24,,2.437.351.362,1.680.107.483,,24.0,,2437351362.0,1680107483.0
9.,9.,9.,Chi phí bán hàng,25,33,654.617.057.501,554.758.002.570,,25.0,33.0,654617057501.0,554758002570.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,33,409.071.818.150,415.339.815.960,,26.0,33.0,409071818150.0,415339815960.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-(25+26)),30,,753.341.003.037,466.052.111.144,,30.0,,753341003037.0,466052111144.0
12.,12.,12.,Thu nhập khác,31,34,96.475.936.092,7.480.346.769,,31.0,34.0,96475936092.0,7480346769.0
13.,13.,13.,Chi phí khác,32,35,1.926.168.341,6.456.808.962,,32.0,35.0,1926168341.0,6456808962.0
14.,14.,14.,Lợi nhuận khác (40=31-32),40,,94.549.767.751,1.023.537.807,,40.0,,94549767751.0,1023537807.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,847.890.770.788,467.075.648.951,,50.0,,847890770788.0,467075648951.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,36,166.619.580.888,90.454.832.980,,51.0,36.0,166619580888.0,90454832980.0
17.,17.,17.,Thu nhập thuế thu nhập doanh nghiệp hoãn lại,52,36,(20.348.488.902),(12.239.055.688),,52.0,36.0,-20348488902.0,-12239055688.0
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,701.619.678.802,388.859.871.659,,60.0,,701619678802.0,388859871659.0
18.1,18.1,18.1,Lợi nhuận sau thuế của Công ty mẹ,61,,691.307.691.848,377.703.325.589,,61.0,,691307691848.0,377703325589.0
18.2,18.2,18.2,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,10.311.986.954,11.156.546.070,,62.0,,10311986954.0,11156546070.0
19.,19.,19.,Lãi cơ bản trên cổ phiếu,70,37,030316548535,754,,70.0,37.0,30316548535.0,754.0
