row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
I.,I.,I.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,847.890.770.788,467.075.648.951,,1.0,847890770788.0,467075648951.0
2.,I. > 2.,2.,Điều chỉnh cho các khoản:Khấu hao tài sản cố định và bất động sản đầu tư,02,549.648.417.025,561.879.123.157,,2.0,549648417025.0,561879123157.0
2.,I. > 2.,2.,Các khoản dự phòng,03,194.437.765.308,167.226.193.328,,3.0,194437765308.0,167226193328.0
2.,I. > 2.,2.,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiên tệ có gốc ngoại tệ,04,(1.687.283.663),(764.976.791),,4.0,-1687283663.0,-764976791.0
2.,I. > 2.,2.,Lãi từ hoạt động đầu tư,05,(177.401.927.532),(137.907.172.131),,5.0,-177401927532.0,-137907172131.0
2.,I. > 2.,2.,Chi phí lãi vay,06,88.463.426.175,106.897.449.564,,6.0,88463426175.0,106897449564.0
2.,I. > 2.,2.,Các khoản điều chỉnh khác,07,20.000.000.000,-,,7.0,20000000000.0,
3.,I. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,1.521.351.168.101,1.164.406.266.078,,8.0,1521351168101.0,1164406266078.0
3.,I. > 3.,3.,Thay đổi các khoản phải thu,09,(12.019.853.115),227.366.396.790,,9.0,-12019853115.0,227366396790.0
3.,I. > 3.,3.,Thay đổi hàng tồn kho,10,(114.561.989.431),255.149.812.712,,10.0,-114561989431.0,255149812712.0
3.,I. > 3.,3.,"Thay đổi các khoản phải trả (không kế lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,(215.723.205.282),283.021.492.395,,11.0,-215723205282.0,283021492395.0
3.,I. > 3.,3.,Thay đổi chi phí trả trước,12,3.189.814.566,16.080.067.431,,12.0,3189814566.0,16080067431.0
3.,I. > 3.,3.,Tiền lãi vay đã trả,14,(101.010.428.297),(54.866.114.339),,14.0,-101010428297.0,-54866114339.0
3.,I. > 3.,3.,Thuế thu nhập doanh nghiệp đã nộp,15,(178.220.066.598),(45.844.375.272),,15.0,-178220066598.0,-45844375272.0
3.,I. > 3.,3.,Tiền chi khác cho hoạt động kinh doanh,17,(115.732.025.947),(86.306.205.352),,17.0,-115732025947.0,-86306205352.0
3.,I. > 3.,3.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,787.273.413.997,1.759.007.340.443,,20.0,787273413997.0,1759007340443.0
II.,II.,II.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
1.,II. > 1.,1.,"Tiền chi mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,(81.740.330.467),(117.832.821.638),,21.0,-81740330467.0,-117832821638.0
2.,II. > 2.,2.,"Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,-,2.828.702.473,,22.0,,2828702473.0
3.,II. > 3.,3.,"Tiền chi cho vay, mua công cụ nợ của đơn vị khác",23,(2.940.000.000.000),(1.720.000.000.000),,23.0,-2940000000000.0,-1720000000000.0
4.,II. > 4.,4.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,1.790.000.000.000,1.640.000.000.000,,24.0,1790000000000.0,1640000000000.0
5.,II. > 5.,5.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,165.742.209.214,140.662.774.725,,27.0,165742209214.0,140662774725.0
5.,II. > 5.,5.,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(1.065.998.121.253),(54.341.344.440),,30.0,-1065998121253.0,-54341344440.0
