row_label_raw,row_label_full,col_0,31/12/2018,31/12/2018_1,31/12/2018_2,01/01/2018,01/01/2018_1,numeric__31/12/2018,numeric__31/12/2018_1,numeric__31/12/2018_2,numeric__01/01/2018,numeric__01/01/2018_1
,,,Ngoai tê,Ngoai tê,VND,Ngoai tê,Ngoai tê,,,,,
Tiền gôi ngân hàng,Tiền gôi ngân hàng,Tiền gôi ngân hàng,,,975.417.178,,596.892.112,,,975417178.0,,596892112.0
+ USD,+ USD,+ USD,"42.509,39",#,974.329.545,"26.277,97 #",595.604.686,42509.39,,974329545.0,,595604686.0
+ EUR,+ EUR,+ EUR,"40,91",#,1.087.633,"47,51 #",1.287.426,40.91,,1087633.0,,1287426.0
Cộng,Cộng,Cộng,,,975.417.178,,596.892.112,,,975417178.0,,596892112.0
