row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2018 VND,01/01/2018 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2018 VND,numeric__01/01/2018 VND
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,3.178.492.625.825,1.907.328.277.110,100.0,,3178492625825.0,1907328277110.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,,418.383.925.994,527.962.730.727,110.0,,418383925994.0,527962730727.0
1. Tiền,1. Tiền,1. Tiền,111,5,418.383.925.994,527.962.730.727,111.0,5.0,418383925994.0,527962730727.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,-,-,112.0,,,
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,,1.699.000.000.000,751.000.000.000,120.0,,1699000000000.0,751000000000.0
1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,121,,-,-,121.0,,,
2. Đầu tư nắm giữ đến ngày đáo hạn,2. Đầu tư nắm giữ đến ngày đáo hạn,2. Đầu tư nắm giữ đến ngày đáo hạn,123,6,1.699.000.000.000,751.000.000.000,123.0,6.0,1699000000000.0,751000000000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,468.071.538.071,289.127.696.140,130.0,,468071538071.0,289127696140.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,7,86.034.722.508,21.714.571.123,131.0,7.0,86034722508.0,21714571123.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,8,372.064.094.998,262.984.883.735,132.0,8.0,372064094998.0,262984883735.0
4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,136,9a,21.498.771.055,15.960.743.209,136.0,,21498771055.0,15960743209.0
5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,137,10,(11.526.050.490),(11.532.501.927),137.0,10.0,-11526050490.0,-11532501927.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,11,585.094.977.220,320.451.913.779,140.0,11.0,585094977220.0,320451913779.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,585.094.977.220,320.451.913.779,141.0,,585094977220.0,320451913779.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,-,-,149.0,,,
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,7.942.184.540,18.785.936.464,150.0,,7942184540.0,18785936464.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,12a,7.916.399.028,3.443.959.600,151.0,,7916399028.0,3443959600.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,-,15.316.191.352,152.0,,,15316191352.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,19,25.785.512,25.785.512,153.0,19.0,25785512.0,25785512.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,,,4.823.190.593.502,5.091.713.391.055,,,4823190593502.0,5091713391055.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,690.181.497,690.181.497,210.0,,690181497.0,690181497.0
1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,211,,-,-,211.0,,,
2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,216,9b,690.181.497,690.181.497,216.0,,690181497.0,690181497.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,4.387.998.740.641,2.805.334.180.253,220.0,,4387998740641.0,2805334180253.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,13,4.354.405.972.996,2.547.570.410.841,221.0,13.0,4354405972996.0,2547570410841.0
