row_label_raw,row_label_full,Số dư đầu năm > Tăng trong năm (trích lập quỹ) > Giảm trong năm,Năm 2018 > 9.049.093.087 > 5.000.000.000 > 5.613.908.364,Năm 2017 > 14.807.331.120 > 5.758.238.033,numeric__Năm 2018 > 9.049.093.087 > 5.000.000.000 > 5.613.908.364,numeric__Năm 2017 > 14.807.331.120 > 5.758.238.033
- Hoàn nhập trích quỹ,- Hoàn nhập trích quỹ,- Hoàn nhập trích quỹ,-,-,,
- Chi khác cho hoạt động khoa học và công nghệ,- Hoàn nhập trích quỹ > - Chi khác cho hoạt động khoa học và công nghệ,- Chi khác cho hoạt động khoa học và công nghệ,5.613.908.364,5.758.238.033,5613908364.0,5758238033.0
Số dư cuối kỳ,- Hoàn nhập trích quỹ > Số dư cuối kỳ,Số dư cuối kỳ,8.435.184.723,9.049.093.087,8435184723.0,9049093087.0
