row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm 2018 VND,Năm 2017 VND,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2018 VND,numeric__Năm 2017 VND
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,26,8.073.116.133.519,7.672.762.678.391,,1.0,26.0,8073116133519.0,7672762678391.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,27,42.077.709.893,39.874.759.451,,2.0,27.0,42077709893.0,39874759451.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,,8.031.038.423.626,7.632.887.918.940,,10.0,,8031038423626.0,7632887918940.0
4.,4.,4.,Giá vốn hàng bán,11,28,5.736.791.293.528,5.636.856.810.767,,11.0,28.0,5736791293528.0,5636856810767.0
5.,5.,5.,Lợi nhuận gộp bán hàng và cung cấp dịch vụ,20,,2.294.247.130.098,1.996.031.108.173,,20.0,,2294247130098.0,1996031108173.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,29,87.225.367.833,37.649.239.466,,21.0,29.0,87225367833.0,37649239466.0
7.,7.,7.,Chi phí tài chính,22,30,96.150.990.482,78.015.189.109,,22.0,30.0,96150990482.0,78015189109.0
,,,Trong đó: Chi phí lãi vay,23,,90.021.145.503,76.532.882.170,,23.0,,90021145503.0,76532882170.0
8.,8.,8.,Chi phí bán hàng,25,31.a,761.581.172.250,697.051.294.118,,25.0,,761581172250.0,697051294118.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,31.b,175.794.978.702,146.022.111.232,,26.0,,175794978702.0,146022111232.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh,30,,1.347.945.356.497,1.112.591.753.180,,30.0,,1347945356497.0,1112591753180.0
11.,11.,11.,Thu nhập khác,31,32,58.183.846.887,28.057.819.110,,31.0,32.0,58183846887.0,28057819110.0
12.,12.,12.,Chi phí khác,32,33,826.514.241,2.311.933.712,,32.0,33.0,826514241.0,2311933712.0
13.,13.,13.,Lợi nhuận khác,40,,57.357.332.646,25.745.885.398,,40.0,,57357332646.0,25745885398.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế,50,,1.405.302.689.143,1.138.337.638.578,,50.0,,1405302689143.0,1138337638578.0
16.,16.,16.,Chi phí thuế TNDN hiện hành,51,34,164.811.258.832,111.583.257.016,,51.0,34.0,164811258832.0,111583257016.0
17.,17.,17.,Chi phí thuế TNDN hoãn lại,52,,140.232.692,(44.331.160),,52.0,,140232692.0,-44331160.0
18.,18.,18.,Lợi nhuận sau thuế TNDN,60,,1.240.351.197.619,1.026.798.712.722,,60.0,,1240351197619.0,1026798712722.0
19.,19.,19.,Lợi nhuận sau thuế của công ty mẹ,61,,1.240.351.197.619,1.026.798.712.722,,61.0,,1240351197619.0,1026798712722.0
20.,20.,20.,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,,,,62.0,,,
21.,21.,21.,Lãi cơ bản trên cổ phiếu,70,35,5.020,4.086,,70.0,35.0,5020.0,4086.0
22.,22.,22.,Lãi suy giảm trên cổ phiếu,71,35,5.020,4.086,,71.0,35.0,5020.0,4086.0
