row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm 2018 VND,Năm 2017 VND,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2018 VND,numeric__Năm 2017 VND
1.,III. > 1.,1.,"Tiền thu từ PH cổ phiếu, nhận vốn góp của CSH",31,,(15.000.000),(15.000.000),,31.0,,-15000000.0,-15000000.0
2.,III. > 2.,2.,Tiền thu từ đi vay,33,22,5.819.407.597.289,5.658.476.103.313,,33.0,22.0,5819407597289.0,5658476103313.0
3.,III. > 3.,3.,Tiền trả nợ gốc vay,34,22,(5.428.290.954.025),(5.436.904.445.620),,34.0,22.0,-5428290954025.0,-5436904445620.0
4.,III. > 4.,4.,Tiền trả nợ gốc thuê tài chính,35,22,(251.878.747.100),(63.898.797.407),,35.0,22.0,-251878747100.0,-63898797407.0
5.,III. > 5.,5.,"Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,,(328.240.772.875),(339.447.695.875),,36.0,,-328240772875.0,-339447695875.0
,,,Lưu chuyển tiền thuần từ hoạt động tài chính,40,,(189.017.876.711),(181.789.835.589),,40.0,,-189017876711.0,-181789835589.0
,,,Lưu chuyển tiền thuần trong kỳ,50,,(109.576.974.136),391.453.557.109,,50.0,,-109576974136.0,391453557109.0
,,,Tiền và tương đương tiền đầu kỳ,60,,527.962.730.727,136.507.337.409,,60.0,,527962730727.0,136507337409.0
,,,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,,(1.830.597),1.836.209,,61.0,,-1830597.0,1836209.0
,,,Tiền và tương đương tiền cuối kỳ,70,,418.383.925.994,527.962.730.727,,70.0,,418383925994.0,527962730727.0
