row_label_raw,row_label_full,Số dư đầu năm > Dự phòng (hoàn nhập)/trích lập trong năm > Xử lý rủi ro trong năm,Năm 2023 triệu đồng > 40.068 > (70) > (29.541),Năm 2022 triệu đồng > 38.690 > 2.118 > (2.438),numeric__Năm 2023 triệu đồng > 40.068 > (70) > (29.541),numeric__Năm 2022 triệu đồng > 38.690 > 2.118 > (2.438)
Tăng khác,Tăng khác,Tăng khác,33.193,1.698,33193.0,1698.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,43.650,40.068,43650.0,40068.0
