row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2023 triệu đồng,Năm 2022 triệu đồng,numeric__Thuyết minh,numeric__Năm 2023 triệu đồng,numeric__Năm 2022 triệu đồng
LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,16.726.536,13.219.183,,16726536.0,13219183.0
Chi phí lãi và các chi phí tương tự đã trả,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,,(8.202.883),(4.282.479),,-8202883.0,-4282479.0
Thu nhập từ hoạt động dịch vụ nhận được,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,,1.564.653,1.106.784,,1564653.0,1106784.0
"Chênh lệch số tiền thực thu/(thực chi) từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ","LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Chênh lệch số tiền thực thu/(thực chi) từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ","Chênh lệch số tiền thực thu/(thực chi) từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ",,1.551.505,1.671.342,,1551505.0,1671342.0
Chi phí khác,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí khác,Chi phí khác,,(962.895),(1.491.064),,-962895.0,-1491064.0
"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro",,169.516,448.922,,169516.0,448922.0
"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",,(3.819.039),(3.844.731),,-3819039.0,-3844731.0
Tiền thuế thu nhập thực nộp trong năm,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuế thu nhập thực nộp trong năm,Tiền thuế thu nhập thực nộp trong năm,35,(1.396.341),(573.278),35.0,-1396341.0,-573278.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,,5.631.052,6.254.679,,5631052.0,6254679.0
Những thay đổi về tài sản hoạt động,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,(31.720.103),1.083.505,,-31720103.0,1083505.0
Giảm các khoản tiền gửi và cho vay các TCTD khác,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Giảm các khoản tiền gửi và cho vay các TCTD khác,Giảm các khoản tiền gửi và cho vay các TCTD khác,,114.974,3.652.782,,114974.0,3652782.0
(Tăng)/Giảm các khoản về kinh doanh chứng khoán,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > (Tăng)/Giảm các khoản về kinh doanh chứng khoán,(Tăng)/Giảm các khoản về kinh doanh chứng khoán,,(6.903.477),17.302.758,,-6903477.0,17302758.0
Giảm/(Tăng) về công cụ tài chính phải sinh và các tài sản tài chính khác,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Giảm/(Tăng) về công cụ tài chính phải sinh và các tài sản tài chính khác,Giảm/(Tăng) về công cụ tài chính phải sinh và các tài sản tài chính khác,,446.344,(446.344),,446344.0,-446344.0
Tăng các khoản cho vay khách hàng,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,,(28.504.837),(19.082.631),,-28504837.0,-19082631.0
"Giảm nguồn dự phòng để xử lý rủi ro, xử lý bù đắp tổn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác","LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Giảm nguồn dự phòng để xử lý rủi ro, xử lý bù đắp tổn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác","Giảm nguồn dự phòng để xử lý rủi ro, xử lý bù đắp tổn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác",,(738.829),(912.144),,-738829.0,-912144.0
Giảm khác về tài sản hoạt động,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Giảm khác về tài sản hoạt động,Giảm khác về tài sản hoạt động,,3.865.722,569.084,,3865722.0,569084.0
Những thay đổi về công nợ hoạt động,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,48.074.233,3.390.203,,48074233.0,3390203.0
Giảm các khoản nợ Chính phủ và NHNN,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Giảm các khoản nợ Chính phủ và NHNN,Giảm các khoản nợ Chính phủ và NHNN,,(2.027),(2.693),,-2027.0,-2693.0
"Tăng/(Giảm) các khoản tiền gửi, tiền vay các TCTD khác","LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng/(Giảm) các khoản tiền gửi, tiền vay các TCTD khác","Tăng/(Giảm) các khoản tiền gửi, tiền vay các TCTD khác",,35.179.354,(17.661.444),,35179354.0,-17661444.0
Tăng tiền gửi của khách hàng,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng tiền gửi của khách hàng,Tăng tiền gửi của khách hàng,,15.229.350,22.504.361,,15229350.0,22504361.0
Giảm phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Giảm phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Giảm phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),,(2.608.098),(1.443.026),,-2608098.0,-1443026.0
Tăng/(Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng/(Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Tăng/(Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,,263.356,(76.833),,263356.0,-76833.0
Tăng khác về công nợ hoạt động,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng khác về công nợ hoạt động,Tăng khác về công nợ hoạt động,,12.298,69.838,,12298.0,69838.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,21.985.182,10.728.387,,21985182.0,10728387.0
