row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2023,Ngày 31 tháng 12năm 2023_1,Ngày 31 tháng 12năm 2022,Ngày 31 tháng 12năm 2022_1,numeric__Ngày 31 tháng 12năm 2023,numeric__Ngày 31 tháng 12năm 2023_1,numeric__Ngày 31 tháng 12năm 2022,numeric__Ngày 31 tháng 12năm 2022_1
,,,triệu đồng,%,triệu đồng,%,,,,
Doanh nghiệp nhà nước,Doanh nghiệp nhà nước,Doanh nghiệp nhà nước,3.605.975,"2,42",1.548.658,"1,28",3605975.0,2.42,1548658.0,1.28
Công ty trách nhiệm hữu hạn Nhà nước,Công ty trách nhiệm hữu hạn Nhà nước,Công ty trách nhiệm hữu hạn Nhà nước,756.626,"0,51",1.147.306,"0,95",756626.0,0.51,1147306.0,0.95
Công ty trách nhiệm hữu hạn tư nhân,Công ty trách nhiệm hữu hạn tư nhân,Công ty trách nhiệm hữu hạn tư nhân,39.938.570,"26,78",29.215.085,"24,22",39938570.0,26.78,29215085.0,24.22
Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,1.852.456,"1,24",1.134.953,"0,94",1852456.0,1.24,1134953.0,0.94
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,61.423.469,"41,18",49.721.221,"41,21",61423469.0,41.18,49721221.0,41.21
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,3.777,"0,00",149,"0,00",3777.0,0.0,149.0,0.0
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,253.713,"0,17",286.082,"0,24",253713.0,0.17,286082.0,0.24
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,22.442,"0,02",26.161,"0,02",22442.0,0.02,26161.0,0.02
"Đơn vị hành chính sự nghiệp, Đăng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đăng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đăng, đoàn thể và hiệp hội",398,"0,00",-,-,398.0,0.0,,
Cá nhân,Cá nhân,Cá nhân,41.286.931,"27,68",37.563.927,"31,14",41286931.0,27.68,37563927.0,31.14
Khác,Khác,Khác,1.029,"0,00",-,-,1029.0,0.0,,
,,,149.145.386,"100,00",120.643.542,"100,00",149145386.0,100.0,120643542.0,100.0
