row_label_raw,row_label_full,col_0,Năm 2023 triệu đồng,Năm 2022 triệu đồng,numeric__Năm 2023 triệu đồng,numeric__Năm 2022 triệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,2.017.973,1.605.101,2017973.0,1605101.0
Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,919.218,830.289,919218.0,830289.0
Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,1.955,3.466,1955.0,3466.0
Thu từ nghiệp vụ ủy thác và đại lý,Thu từ nghiệp vụ ủy thác và đại lý,Thu từ nghiệp vụ ủy thác và đại lý,443.318,269.218,443318.0,269218.0
Thu từ dịch vụ khác,Thu từ dịch vụ khác,Thu từ dịch vụ khác,653.482,502.128,653482.0,502128.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(420.948),(492.637),-420948.0,-492637.0
Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,(224.734),(264.189),-224734.0,-264189.0
Chi về hoạt động ngân quỹ,Chi về hoạt động ngân quỹ,Chi về hoạt động ngân quỹ,(9.091),(11.195),-9091.0,-11195.0
Chi từ dịch vụ khác,Chi từ dịch vụ khác,Chi từ dịch vụ khác,(187.123),(217.253),-187123.0,-217253.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,1.597.025,1.112.464,1597025.0,1112464.0
