row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2023triệu đồng,Ngày 31 tháng 12năm 2022triệu đồng,numeric__Ngày 31 tháng 12năm 2023triệu đồng,numeric__Ngày 31 tháng 12năm 2022triệu đồng
Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,51.384.709,29.363.640,51384709.0,29363640.0
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,13.813.935,9.763.592,13813935.0,9763592.0
- Bằng VND,- Bằng VND,- Bằng VND,12.674.755,8.985.314,12674755.0,8985314.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,1.139.180,778.278,1139180.0,778278.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,37.570.774,19.600.048,37570774.0,19600048.0
- Bằng VND,- Bằng VND,- Bằng VND,29.200.000,17.418.700,29200000.0,17418700.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,8.370.774,2.181.348,8370774.0,2181348.0
Cho vay các TCTD khác,Cho vay các TCTD khác,Cho vay các TCTD khác,9.764.985,9.879.960,9764985.0,9879960.0
Bằng VND,Bằng VND,Bằng VND,9.374.123,8.716.441,9374123.0,8716441.0
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,390.862,1.163.519,390862.0,1163519.0
,,,61.149.694,39.243.600,61149694.0,39243600.0
