row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2023triệu đồng,Ngày 31 tháng 12năm 2022triệu đồng,numeric__Ngày 31 tháng 12năm 2023triệu đồng,numeric__Ngày 31 tháng 12năm 2022triệu đồng
Tiền gửi các TCTD khác,Tiền gửi các TCTD khác,Tiền gửi các TCTD khác,54.484.312,29.339.865,54484312.0,29339865.0
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,13.292.684,13.370.028,13292684.0,13370028.0
- Bằng VND,- Bằng VND,- Bằng VND,12.936.882,12.969.177,12936882.0,12969177.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,355.802,400.851,355802.0,400851.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,41.191.628,15.969.837,41191628.0,15969837.0
- Bằng VND,- Bằng VND,- Bằng VND,40.881.510,15.261.837,40881510.0,15261837.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,310.118,708.000,310118.0,708000.0
Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,31.069.202,21.034.295,31069202.0,21034295.0
Bằng VND,Bằng VND,Bằng VND,11.880.021,9.345.443,11880021.0,9345443.0
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,19.189.181,11.688.852,19189181.0,11688852.0
,,,85.553.514,50.374.160,85553514.0,50374160.0
