row_label_raw,row_label_full,col_0,col_1,Tài chínhngân hàngtriệu đồng,Khác dịch/số dư nội bộtriệu đồng,Loại trừ giao,Tổng cộngtriệu đồng,numeric__col_1,numeric__Tài chínhngân hàngtriệu đồng,numeric__Khác dịch/số dư nội bộtriệu đồng,numeric__Loại trừ giao,numeric__Tổng cộngtriệu đồng
,,,,Tài chínhngân hàngtriệu đồng,Khác dịch/số dư nội bộtriệu đồng,Loại trừ giao,Tổng cộngtriệu đồng,,,,,
III.,III.,III.,Tài sản,269.839.642,-,(2.833.804),267.005.838,,269839642.0,,-2833804.0,267005838.0
1.,1.,1.,Tiền mặt,939.629,-,-,939.629,,939629.0,,,939629.0
2.,2.,2.,Tài sản cố định,402.736,-,-,402.736,,402736.0,,,402736.0
3.,3.,3.,Tài sản khác,268.497.277,-,(2.833.804),265.663.473,,268497277.0,,-2833804.0,265663473.0
IV.,IV.,IV.,Nợ phải trả,237.859.478,-,(2.151.852),235.707.626,,237859478.0,,-2151852.0,235707626.0
1.,1.,1.,Nợ phải trả khách hàngbên ngoài,2.431.273,-,(93.871),2.337.402,,2431273.0,,-93871.0,2337402.0
2.,2.,2.,Nợ phải trả nội bộ,1.357.884,-,-,1.357.884,,1357884.0,,,1357884.0
3.,3.,3.,Nợ phải trả khác,234.070.321,-,(2.057.981),232.012.340,,234070321.0,,-2057981.0,232012340.0
