row_label_raw,row_label_full,Tên công ty con,Nơi thành lập và hoạt động,Tỷ lệ phần sở hữu,Tỷ lệ quyền biểu quyết,Hoạt động chính,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ phần sở hữu,numeric__Tỷ lệ quyền biểu quyết,numeric__Hoạt động chính
Công ty TNHH Thương mại FPT,Công ty TNHH Thương mại FPT,Công ty TNHH Thương mại FPT,"Tòa nhà FPT Cầu Giấy, phổ Duy Tân, quận Cầu Giấy, Hà Nội",100%,100%,"Sản xuất các sản phẩm công nghệ và phân phối các linh kiện CNTT và điện thoại di động, chế tạo máy tính",,1.0,1.0,
Công ty Cố phần Viễn thông FPT (i),Công ty Cố phần Viễn thông FPT (i),Công ty Cố phần Viễn thông FPT (i),"Tăng 2, Tòa nhà FPT Cầu Giấy, phổ Duy Tân, quận Cầu Giấy, Hà Nội","45,65%","45,65%","Cung cấp các dịch vụ ADSL, cho thuê đường truyền, quảng cáo trực tuyến và các dịch vụ trực tuyến khác",,0.45649999999999996,0.45649999999999996,
Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,"Tòa nhà FPT Cầu Giấy, phổ Duy Tân, quận Cầu Giấy, Hà Nội",100%,100%,Cung cấp dịch vụ đào tạo và công nghệ,,1.0,1.0,
Công ty Cố phần Dịch vụ trực tuyến FPT,Công ty Cố phần Dịch vụ trực tuyến FPT,Công ty Cố phần Dịch vụ trực tuyến FPT,"Số 408 đường Điện Biên Phù, phường 11, quận 10, thành phố Hồ Chí Minh","51,95%","84,08%",Cung cấp các dịch vụ trực tuyến,,0.5195000000000001,0.8408,
Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,"Tăng 13, Tòa nhà FPT Cầu Giấy, phổ Duy Tân, quận Cầu Giấy, Hà Nội",100%,100%,"Hoạt động hỗ trợ dịch vụ tài chính (hoạt động tư vấn đầu tư, không bao gồm tư vấn pháp luật, tài chính)",,1.0,1.0,
Công ty Cố phần Bán lẻ Kỹ thuật số FPT,Công ty Cố phần Bán lẻ Kỹ thuật số FPT,Công ty Cố phần Bán lẻ Kỹ thuật số FPT,"Số 261 - 263 Khánh Hội, phường 5, quận 4, thành phố Hồ Chí Minh","85,00%","85,00%","Bán lẻ máy vi tính, thiết bị ngoại vi, phần mềm và thiết bị viễn thông; đại lý dịch vụ viễn thông",,0.85,0.85,
Công ty TNHH Truyền thông Giải trí FPT (ii),Công ty TNHH Truyền thông Giải trí FPT (ii),Công ty TNHH Truyền thông Giải trí FPT (ii),"Tòa nhà FPT Cầu Giấy, phổ Duy Tân, quận Cầu Giấy, Hà Nội",100%,100%,"Sản xuất và dàn dụng các bản tin và các chương trình, giải trí; cung cấp dịch vụ viễn thông và dịch vụ quảng cáo",,1.0,1.0,
