row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,400,,11.448.075.264.819,10.182.285.753.023,400.0,,11448075264819.0,10182285753023.0
I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,410,,11.445.325.264.819,10.179.535.753.023,410.0,,11445325264819.0,10179535753023.0
1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,411,26,4.594.266.840.000,3.975.316.400.000,411.0,26.0,4594266840000.0,3975316400000.0
- Cổ phiếu phố thông có quyền biểu quyết,- Cổ phiếu phố thông có quyền biểu quyết,- Cổ phiếu phố thông có quyền biểu quyết,411a,,4.594.266.840.000,3.975.316.400.000,,,4594266840000.0,3975316400000.0
2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,412,26,49.465.703.201,49.465.703.201,412.0,26.0,49465703201.0,49465703201.0
3. Vốn khác của chủ sở hữu,3. Vốn khác của chủ sở hữu,3. Vốn khác của chủ sở hữu,414,26,56.882.670.000,-,414.0,26.0,56882670000.0,
4. Cổ phiếu quỹ,4. Cổ phiếu quỹ,4. Cổ phiếu quỹ,415,26,(823.760.000),(823.760.000),415.0,26.0,-823760000.0,-823760000.0
5. Chênh lệch tỷ giá hối đoái,5. Chênh lệch tỷ giá hối đoái,5. Chênh lệch tỷ giá hối đoái,417,26,(5.875.468.099),(6.549.325.268),417.0,26.0,-5875468099.0,-6549325268.0
6. Quỹ đầu tư phát triển,6. Quỹ đầu tư phát triển,6. Quỹ đầu tư phát triển,418,26,126.889.833.508,79.036.549.084,418.0,26.0,126889833508.0,79036549084.0
7. Quỹ khác thuộc vốn chủ sở hữu,7. Quỹ khác thuộc vốn chủ sở hữu,7. Quỹ khác thuộc vốn chủ sở hữu,420,26,87.227.200.764,87.227.790.014,420.0,26.0,87227200764.0,87227790014.0
8. Lợi nhuận sau thuế chưa phân phối,8. Lợi nhuận sau thuế chưa phân phối,8. Lợi nhuận sau thuế chưa phân phối,421,26,4.614.339.862.503,4.394.554.749.025,421.0,26.0,4614339862503.0,4394554749025.0
- Lợi nhuận sau thuế chưa phân phối đến cuối năm trước,- Lợi nhuận sau thuế chưa phân phối đến cuối năm trước,- Lợi nhuận sau thuế chưa phân phối đến cuối năm trước,421a,,3.083.041.592.112,3.051.113.855.690,,,3083041592112.0,3051113855690.0
- Lợi nhuận sau thuế chưa phân phối năm này,- Lợi nhuận sau thuế chưa phân phối năm này,- Lợi nhuận sau thuế chưa phân phối năm này,421b,,1.531.298.270.391,1.343.440.893.335,,,1531298270391.0,1343440893335.0
9. Lợi ích cổ đông không kiểm soát,9. Lợi ích cổ đông không kiểm soát,9. Lợi ích cổ đông không kiểm soát,429,,1.922.952.382.942,1.601.307.646.967,429.0,,1922952382942.0,1601307646967.0
II. Nguồn kinh phí và quỹ khác,II. Nguồn kinh phí và quỹ khác,II. Nguồn kinh phí và quỹ khác,430,,2.750.000.000,2.750.000.000,430.0,,2750000000.0,2750000000.0
1. Nguồn kinh phí,1. Nguồn kinh phí,1. Nguồn kinh phí,431,,2.750.000.000,2.750.000.000,431.0,,2750000000.0,2750000000.0
TỔNG CỘNG NGUỒN VỐN (440=300+400),TỔNG CỘNG NGUỒN VỐN (440=300+400),TỔNG CỘNG NGUỒN VỐN (440=300+400),440,,29.833.261.814.151,26.045.588.544.428,440.0,,29833261814151.0,26045588544428.0
