row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,,
- Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế năm hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành > - Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế năm hiện hành,- Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế năm hiện hành,424.968.102.423,497.887.752.934,424968102423.0,497887752934.0
- Điều chỉnh chi phí thuế thu nhập doanh nghiệp của các năm trước vào chi phí thuế thu nhập hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành > - Điều chỉnh chi phí thuế thu nhập doanh nghiệp của các năm trước vào chi phí thuế thu nhập hiện hành,- Điều chỉnh chi phí thuế thu nhập doanh nghiệp của các năm trước vào chi phí thuế thu nhập hiện hành,(226.620.229),(886.677.219),-226620229.0,-886677219.0
Tổng chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành > Tổng chi phí thuế thu nhập doanh nghiệp hiện hành,Tổng chi phí thuế thu nhập doanh nghiệp hiện hành,424.741.482.194,497.001.075.715,424741482194.0,497001075715.0
,,,Năm nayVND,Năm trướcVND,,
Thu nhập thuế thu nhập doanh nghiệp hoãn lại,Thu nhập thuế thu nhập doanh nghiệp hoãn lại,Thu nhập thuế thu nhập doanh nghiệp hoãn lại,Thu nhập thuế thu nhập doanh nghiệp hoãn lại,Thu nhập thuế thu nhập doanh nghiệp hoãn lại,,
- Chi phí thuế thu nhập doanh nghiệp hoãn lại phát sinh từ các khoản chênh lệch tạm thời phải chịu thuế,Thu nhập thuế thu nhập doanh nghiệp hoãn lại > - Chi phí thuế thu nhập doanh nghiệp hoãn lại phát sinh từ các khoản chênh lệch tạm thời phải chịu thuế,- Chi phí thuế thu nhập doanh nghiệp hoãn lại phát sinh từ các khoản chênh lệch tạm thời phải chịu thuế,70.941.103.514,102.218.868.499,70941103514.0,102218868499.0
- Thu nhập thuế thu nhập doanh nghiệp hoãn lại phát sinh từ các khoản chênh lệch tạm thời được khấu trừ,Thu nhập thuế thu nhập doanh nghiệp hoãn lại > - Thu nhập thuế thu nhập doanh nghiệp hoãn lại phát sinh từ các khoản chênh lệch tạm thời được khấu trừ,- Thu nhập thuế thu nhập doanh nghiệp hoãn lại phát sinh từ các khoản chênh lệch tạm thời được khấu trừ,(59.503.245.670),(187.099.993.248),-59503245670.0,-187099993248.0
- Chi phí thuế Thu nhập doanh nghiệp hoãn lại phát sinh từ lợi nhuận chưa thực hiện trong năm,Thu nhập thuế thu nhập doanh nghiệp hoãn lại > - Chi phí thuế Thu nhập doanh nghiệp hoãn lại phát sinh từ lợi nhuận chưa thực hiện trong năm,- Chi phí thuế Thu nhập doanh nghiệp hoãn lại phát sinh từ lợi nhuận chưa thực hiện trong năm,2.028.480.924,944.111.590,2028480924.0,944111590.0
Tổng thu thuế thu nhập doanh nghiệp hoãn lại,Thu nhập thuế thu nhập doanh nghiệp hoãn lại > Tổng thu thuế thu nhập doanh nghiệp hoãn lại,Tổng thu thuế thu nhập doanh nghiệp hoãn lại,13.466.338.768,(83.937.013.159),13466338768.0,-83937013159.0
