row_label_raw,row_label_full,Ông Trường Gia Bình,Chủ tịch,numeric__Chủ tịch
Ông Bùi Quang Ngọc,Ông Bùi Quang Ngọc,Ông Bùi Quang Ngọc,Phó Chủ tịch,
Ông Đỗ Cao Bảo,Ông Đỗ Cao Bảo,Ông Đỗ Cao Bảo,Ủy viên,
Ông Lê Song Lai,Ông Lê Song Lai,Ông Lê Song Lai,Ủy viên,
Ông Jean Charles Belliol,Ông Jean Charles Belliol,Ông Jean Charles Belliol,Ủy viên,
Ông Tomokazu Hamaguchi,Ông Tomokazu Hamaguchi,Ông Tomokazu Hamaguchi,Ủy viên,
Ông Dan E Khoo,Ông Dan E Khoo,Ông Dan E Khoo,Ủy viên,
