row_label_raw,row_label_full,col_0,Số cổ phiếu bình quân gia quyền,Lãi cơ bản trên cổ phiếu,numeric__Số cổ phiếu bình quân gia quyền,numeric__Lãi cơ bản trên cổ phiếu
Cổ phiếu phố thông đang lưu hành đầu năm,Cổ phiếu phố thông đang lưu hành đầu năm,Cổ phiếu phố thông đang lưu hành đầu năm,396.876.158,4.386,396876158.0,4386.0
Ảnh hưởng của trả cổ tức bằng cổ phiếu được phát hành trong năm,Ảnh hưởng của trả cổ tức bằng cổ phiếu được phát hành trong năm,Ảnh hưởng của trả cổ tức bằng cổ phiếu được phát hành trong năm,59.908.215,(575),59908215.0,-575.0
Số đã điều chỉnh lại,Số đã điều chỉnh lại,Số đã điều chỉnh lại,456.784.373,3.811,456784373.0,3811.0
