row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,300,,18.385.186.549.332,15.863.302.791.405,300.0,,18385186549332.0,15863302791405.0
I. Nợ ngắn hạn,I. Nợ ngắn hạn,I. Nợ ngắn hạn,310,,17.429.655.689.537,14.967.554.324.100,310.0,,17429655689537.0,14967554324100.0
1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,311,,3.757.370.436.671,2.815.055.125.562,311.0,,3757370436671.0,2815055125562.0
2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,312,,582.218.403.864,296.629.535.411,312.0,,582218403864.0,296629535411.0
3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,313,13,342.476.553.769,318.469.453.775,313.0,13.0,342476553769.0,318469453775.0
4. Phải trả người lao động,4. Phải trả người lao động,4. Phải trả người lao động,314,,826.716.964.713,694.086.202.995,314.0,,826716964713.0,694086202995.0
5. Chỉ phí phải trả ngắn hạn,5. Chỉ phí phải trả ngắn hạn,5. Chỉ phí phải trả ngắn hạn,315,20,602.957.629.994,518.769.375.019,315.0,20.0,602957629994.0,518769375019.0
6. Phải trả theo tiễn độ kế hoạch hợp đồng,6. Phải trả theo tiễn độ kế hoạch hợp đồng,6. Phải trả theo tiễn độ kế hoạch hợp đồng,317,,18.960.567.464,12.916.413.403,317.0,,18960567464.0,12916413403.0
7. Doanh thu chưa thực hiện ngắn hạn,7. Doanh thu chưa thực hiện ngắn hạn,7. Doanh thu chưa thực hiện ngắn hạn,318,21,1.242.029.648.962,1.491.947.971.642,318.0,21.0,1242029648962.0,1491947971642.0
8. Phải trả ngắn hạn khác,8. Phải trả ngắn hạn khác,8. Phải trả ngắn hạn khác,319,22,523.625.410.753,302.282.737.618,319.0,22.0,523625410753.0,302282737618.0
9. Vay và nợ thuê tài chính ngắn hạn,9. Vay và nợ thuê tài chính ngắn hạn,9. Vay và nợ thuê tài chính ngắn hạn,320,23,9.206.666.235.567,8.191.325.008.702,320.0,23.0,9206666235567.0,8191325008702.0
10. Dự phòng phải trả ngắn hạn,10. Dự phòng phải trả ngắn hạn,10. Dự phòng phải trả ngắn hạn,321,24,7.733.835.968,16.952.179.257,321.0,24.0,7733835968.0,16952179257.0
"11. Quỹ khen thưởng, phúc lợi","11. Quỹ khen thưởng, phúc lợi","11. Quỹ khen thưởng, phúc lợi",322,,318.900.001.812,309.120.320.716,322.0,,318900001812.0,309120320716.0
II. Nợ dài hạn,II. Nợ dài hạn,II. Nợ dài hạn,330,,955.530.859.795,895.748.467.305,330.0,,955530859795.0,895748467305.0
1. Người mua trả tiền trước dài hạn,1. Người mua trả tiền trước dài hạn,1. Người mua trả tiền trước dài hạn,332,,54.229.591.822,54.207.388.091,332.0,,54229591822.0,54207388091.0
2. Doanh thu chưa thực hiện dài hạn,2. Doanh thu chưa thực hiện dài hạn,2. Doanh thu chưa thực hiện dài hạn,336,21,12.305.331.089,34.976.753.365,336.0,21.0,12305331089.0,34976753365.0
3. Phải trả dài hạn khác,3. Phải trả dài hạn khác,3. Phải trả dài hạn khác,337,22,148.828.875.776,185.412.671.965,337.0,22.0,148828875776.0,185412671965.0
4. Vay và nợ thuê tài chính dài hạn,4. Vay và nợ thuê tài chính dài hạn,4. Vay và nợ thuê tài chính dài hạn,338,25,732.697.612.808,614.354.593.251,338.0,25.0,732697612808.0,614354593251.0
5. Thuế thu nhập hoãn lại phải trả,5. Thuế thu nhập hoãn lại phải trả,5. Thuế thu nhập hoãn lại phải trả,341,,1.666.814.550,-,341.0,,1666814550.0,
6. Dự phòng phải trả dài hạn,6. Dự phòng phải trả dài hạn,6. Dự phòng phải trả dài hạn,342,24,5.610.537.467,6.604.964.350,342.0,24.0,5610537467.0,6604964350.0
7. Quỹ phát triển khoa học và công nghệ,7. Quỹ phát triển khoa học và công nghệ,7. Quỹ phát triển khoa học và công nghệ,343,,192.096.283,192.096.283,343.0,,192096283.0,192096283.0
