row_label_raw,row_label_full,Vay từ Tập đoàn Điện Lực Việt Nam > ▪ Khoản vay 1 > ▪ Khoản vay 2 (i),Tiền tệ > Vay từ Tập đoàn Điện Lực Việt Nam > JPY,Nămđáo hạn > Vay từ Tập đoàn Điện Lực Việt Nam > 2020 > 2021,"Lãi suất năm > Vay từ Tập đoàn Điện Lực Việt Nam > 3,21% > 2,75%",31/12/2020VND > Vay từ Tập đoàn Điện Lực Việt Nam > - > 26.288.624.103,1/1/2020VND > Vay từ Tập đoàn Điện Lực Việt Nam > 389.601.848.586 > 74.874.772.056,numeric__Tiền tệ > Vay từ Tập đoàn Điện Lực Việt Nam > JPY,numeric__Nămđáo hạn > Vay từ Tập đoàn Điện Lực Việt Nam > 2020 > 2021,"numeric__Lãi suất năm > Vay từ Tập đoàn Điện Lực Việt Nam > 3,21% > 2,75%",numeric__31/12/2020VND > Vay từ Tập đoàn Điện Lực Việt Nam > - > 26.288.624.103,numeric__1/1/2020VND > Vay từ Tập đoàn Điện Lực Việt Nam > 389.601.848.586 > 74.874.772.056
Vay từ Công ty Tài Chính Cổ phần Điện Lực,Vay từ Công ty Tài Chính Cổ phần Điện Lực,Vay từ Công ty Tài Chính Cổ phần Điện Lực,Vay từ Công ty Tài Chính Cổ phần Điện Lực,Vay từ Công ty Tài Chính Cổ phần Điện Lực,Vay từ Công ty Tài Chính Cổ phần Điện Lực,Vay từ Công ty Tài Chính Cổ phần Điện Lực,Vay từ Công ty Tài Chính Cổ phần Điện Lực,,,,,
▪ Khoản vay 1 (ii),Vay từ Công ty Tài Chính Cổ phần Điện Lực > ▪ Khoản vay 1 (ii),▪ Khoản vay 1 (ii),JPY,2044,"0,21% - 1,6%",1.186.371.716.224,1.139.383.599.423,,2044.0,,1186371716224.0,1139383599423.0
Vay từ Ngân hàng phát triển Châu Á,Vay từ Ngân hàng phát triển Châu Á,Vay từ Ngân hàng phát triển Châu Á,Vay từ Ngân hàng phát triển Châu Á,Vay từ Ngân hàng phát triển Châu Á,Vay từ Ngân hàng phát triển Châu Á,Vay từ Ngân hàng phát triển Châu Á,Vay từ Ngân hàng phát triển Châu Á,,,,,
▪ Khoản vay 1 (iii),Vay từ Ngân hàng phát triển Châu Á > ▪ Khoản vay 1 (iii),▪ Khoản vay 1 (iii),USD,2034,Lãi suất thả nổi,793.652.807.764,859.510.000.000,,2034.0,,793652807764.0,859510000000.0
Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận,,,,,
▪ Khoản vay 1 (iv),Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận > ▪ Khoản vay 1 (iv),▪ Khoản vay 1 (iv),VND,2029,"Lãi suất tiết kiệm12 tháng + 2,5%",300.964.100.164,314.474.100.164,,2029.0,,300964100164.0,314474100164.0
,,,,,,2.307.277.248.255,2.777.844.320.229,,,,2307277248255.0,2777844320229.0
