row_label_raw,row_label_full,col_0,Giá trị giao dịch cho năm > 2020,Giá trị giao dịch cho năm > 2019,numeric__Giá trị giao dịch cho năm > 2020,numeric__Giá trị giao dịch cho năm > 2019
Công ty Cổ phần Tư vấn Xây dựng Điện 4Mua dịch vụ,Công ty Cổ phần Tư vấn Xây dựng Điện 4Mua dịch vụ,Công ty Cổ phần Tư vấn Xây dựng Điện 4Mua dịch vụ,-,198.969.091,,198969091.0
Chi nhánh Tổng Công ty Phát điện 1 – Công ty Thủy điện Đại NinhCung cấp dịch vụ,Chi nhánh Tổng Công ty Phát điện 1 – Công ty Thủy điện Đại NinhCung cấp dịch vụ,Chi nhánh Tổng Công ty Phát điện 1 – Công ty Thủy điện Đại NinhCung cấp dịch vụ,9.350.000,-,9350000.0,
Trung tâm Viễn thông và Công nghệ Thông tinMua dịch vụ,Trung tâm Viễn thông và Công nghệ Thông tinMua dịch vụ,Trung tâm Viễn thông và Công nghệ Thông tinMua dịch vụ,819.763.992,,819763992.0,
Công ty Thí nghiệm Điện Miền NamMua dịch vụ,Công ty Thí nghiệm Điện Miền NamMua dịch vụ,Công ty Thí nghiệm Điện Miền NamMua dịch vụ,-,245.656.952,,245656952.0
Chi nhánh Công ty Cổ phần Thủy điện miền Nam tại Lâm ĐồngCung cấp dịch vụ,Chi nhánh Công ty Cổ phần Thủy điện miền Nam tại Lâm ĐồngCung cấp dịch vụ,Chi nhánh Công ty Cổ phần Thủy điện miền Nam tại Lâm ĐồngCung cấp dịch vụ,-,53.590.000,,53590000.0
Trung tâm Thông tin Điện lực - Tập đoàn Điện lực Việt NamMua dịch vụ,Trung tâm Thông tin Điện lực - Tập đoàn Điện lực Việt NamMua dịch vụ,Trung tâm Thông tin Điện lực - Tập đoàn Điện lực Việt NamMua dịch vụ,-,299.569.510,,299569510.0
Ban Quản lý Dự án Điện 1 - Chi nhánh Tập đoàn Điện lực Việt NamMua dịch vụ,Ban Quản lý Dự án Điện 1 - Chi nhánh Tập đoàn Điện lực Việt NamMua dịch vụ,Ban Quản lý Dự án Điện 1 - Chi nhánh Tập đoàn Điện lực Việt NamMua dịch vụ,852.820.210,-,852820210.0,
Nhân sự quản lý chủ chốt của Nhóm Công ty Tổng Giám đốcTiền lương và thường,Nhân sự quản lý chủ chốt của Nhóm Công ty Tổng Giám đốcTiền lương và thường,Nhân sự quản lý chủ chốt của Nhóm Công ty Tổng Giám đốcTiền lương và thường,722.475.706,705.684.600,722475706.0,705684600.0
Thành viên khác trong Ban Tổng Giám đốcTiền lương và thường,Thành viên khác trong Ban Tổng Giám đốcTiền lương và thường,Thành viên khác trong Ban Tổng Giám đốcTiền lương và thường,1.177.021.255,1.138.187.800,1177021255.0,1138187800.0
Thành viên Hội đồng Quản trị và Ban Kiểm soátThù lao,Thành viên Hội đồng Quản trị và Ban Kiểm soátThù lao,Thành viên Hội đồng Quản trị và Ban Kiểm soátThù lao,1.244.904.200,897.421.600,1244904200.0,897421600.0
