row_label_raw,row_label_full,Bất động sản,596.168.788,494.245.578,numeric__596.168.788,numeric__494.245.578
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,331.252,583.208,331252.0,583208.0
"Máy móc, thiết bị","Máy móc, thiết bị","Máy móc, thiết bị",4.210.884,5.434.604,4210884.0,5434604.0
Giấy tờ có giá,Giấy tờ có giá,Giấy tờ có giá,21.640.208,22.718.863,21640208.0,22718863.0
Trong đó:,Trong đó:,Trong đó:,,,,
- GTCG do doanh nghiệp phát hành,Trong đó: > - GTCG do doanh nghiệp phát hành,- GTCG do doanh nghiệp phát hành,21.640.208,22.718.863,21640208.0,22718863.0
Tài sản khác,Trong đó: > Tài sản khác,Tài sản khác,13.912.810,13.671.741,13912810.0,13671741.0
,,,636.263.942,536.653.994,636263942.0,536653994.0
