row_label_raw,row_label_full,Loại tài sản bảo đảm,Tỷ lệ khấu trừ tối đa,numeric__Tỷ lệ khấu trừ tối đa
(h) Bất động sản,(h) Bất động sản,(h) Bất động sản,50%,0.5
"(i) Vàng miếng không có giá niêm yết, vàng khác và các loại tài sản bảo đảm khác","(i) Vàng miếng không có giá niêm yết, vàng khác và các loại tài sản bảo đảm khác","(i) Vàng miếng không có giá niêm yết, vàng khác và các loại tài sản bảo đảm khác",30%,0.3
