row_label_raw,row_label_full,col_0,31.12.2020Triệu VND,31.12.2019Triệu VND,numeric__31.12.2020Triệu VND,numeric__31.12.2019Triệu VND
Cho vay các bên liên quan khác (i),Cho vay các bên liên quan khác (i),Cho vay các bên liên quan khác (i),49.675,51.141,49675.0,51141.0
Tiền gửi của công ty liên doanh và liên kết,Tiền gửi của công ty liên doanh và liên kết,Tiền gửi của công ty liên doanh và liên kết,39.996,42.694,39996.0,42694.0
Tiền gửi của các bên liên quan khác (i),Tiền gửi của các bên liên quan khác (i),Tiền gửi của các bên liên quan khác (i),966.552,647.089,966552.0,647089.0
Giấy tờ có giá phát hành cho các bên liên quan khác (i),Giấy tờ có giá phát hành cho các bên liên quan khác (i),Giấy tờ có giá phát hành cho các bên liên quan khác (i),31.000,31.000,31000.0,31000.0
Giấy tờ có giá phát hành cho công ty liên doanh,Giấy tờ có giá phát hành cho công ty liên doanh,Giấy tờ có giá phát hành cho công ty liên doanh,7.000,-,7000.0,
Lãi dự thu từ các khoản cho vay các bên liên quan khác (i),Lãi dự thu từ các khoản cho vay các bên liên quan khác (i),Lãi dự thu từ các khoản cho vay các bên liên quan khác (i),261,584,261.0,584.0
Lãi dự chi cho tiền gửi của công ty liên doanh và liên kết,Lãi dự chi cho tiền gửi của công ty liên doanh và liên kết,Lãi dự chi cho tiền gửi của công ty liên doanh và liên kết,478,35,478.0,35.0
Lãi dự chi cho tiền gửi của các bên liên quan khác (i),Lãi dự chi cho tiền gửi của các bên liên quan khác (i),Lãi dự chi cho tiền gửi của các bên liên quan khác (i),40.893,7.470,40893.0,7470.0
Lãi dự chi giấy tờ có giá phát hành cho các bên liên quan khác (i),Lãi dự chi giấy tờ có giá phát hành cho các bên liên quan khác (i),Lãi dự chi giấy tờ có giá phát hành cho các bên liên quan khác (i),643,677,643.0,677.0
Lãi dự chi giấy tờ có giá phát hành cho công ty liên doanh,Lãi dự chi giấy tờ có giá phát hành cho công ty liên doanh,Lãi dự chi giấy tờ có giá phát hành cho công ty liên doanh,24,-,24.0,
