row_label_raw,row_label_full,col_0,Dự phòng giảm giá chứng khoán đầu tư sản sàng để bán Triệu VND,Dự phòng cho trái phiếu đặc biệt do VAMC phát hành Triệu VND,Tổng cộng Triệu VND,numeric__Dự phòng giảm giá chứng khoán đầu tư sản sàng để bán Triệu VND,numeric__Dự phòng cho trái phiếu đặc biệt do VAMC phát hành Triệu VND,numeric__Tổng cộng Triệu VND
Tại ngày 1 tháng 1 năm 2019,Tại ngày 1 tháng 1 năm 2019,Tại ngày 1 tháng 1 năm 2019,437.267,19.331,456.598,437267.0,19331.0,456598.0
Trích lập trong năm (Thuyết minh 27),Trích lập trong năm (Thuyết minh 27),Trích lập trong năm (Thuyết minh 27),29.598,21.042,50.640,29598.0,21042.0,50640.0
Sử dụng trong năm,Sử dụng trong năm,Sử dụng trong năm,-,(40.373),(40.373),,-40373.0,-40373.0
Tại ngày 31 tháng 12 năm 2019,Tại ngày 31 tháng 12 năm 2019,Tại ngày 31 tháng 12 năm 2019,466.865,-,466.865,466865.0,,466865.0
Hoàn nhập trong năm (Thuyết minh 27),Hoàn nhập trong năm (Thuyết minh 27),Hoàn nhập trong năm (Thuyết minh 27),(27.180),-,(27.180),-27180.0,,-27180.0
Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,439.685,-,439.685,439685.0,,439685.0
