row_label_raw,row_label_full,col_0,Thuyết minh,31.12.2020 Triệu VND,31.12.2019 Triệu VND,numeric__Thuyết minh,numeric__31.12.2020 Triệu VND,numeric__31.12.2019 Triệu VND
Đầu tư vào công ty liên doanh,Đầu tư vào công ty liên doanh,Đầu tư vào công ty liên doanh,11.2,856,902,112.0,856.0,902.0
Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,11.2,2.111,539,112.0,2111.0,539.0
Đầu tư dài hạn khác,Đầu tư dài hạn khác,Đầu tư dài hạn khác,11.3,101.827,101.827,113.0,101827.0,101827.0
Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,11.4,(5.305),(5.384),114.0,-5305.0,-5384.0
,,,,99.489,97.884,,99489.0,97884.0
