row_label_raw,row_label_full,9.4,Theo kỳ hạn,col_2,col_3,numeric__Theo kỳ hạn,numeric__col_2,numeric__col_3
9.4,9.4,9.4,Theo kỳ hạn,31.12.2020Triệu VND,31.12.2019Triệu VND,,,
9.4,9.4 > 9.4,9.4,Ngắn hạn,180.504.214,144.794.684,,180504214.0,144794684.0
9.4,9.4 > 9.4,9.4,Trung hạn,15.849.837,18.457.541,,15849837.0,18457541.0
9.4,9.4 > 9.4,9.4,Dài hạn,115.124.938,105.448.316,,115124938.0,105448316.0
9.4,9.4 > 9.4,9.4,,311.478.989,268.700.541,,311478989.0,268700541.0
9.5,9.5,9.5,Theo loại tiền tệ,,,,,
9.5,9.5,9.5,Theo loại tiền tệ,31.12.2020Triệu VND,31.12.2019Triệu VND,,,
9.5,9.5 > 9.5,9.5,Cho vay bằng đồng Việt Nam,303.610.974,261.404.653,,303610974.0,261404653.0
9.5,9.5 > 9.5,9.5,Cho vay bằng ngoại tệ và vàng,7.868.015,7.295.888,,7868015.0,7295888.0
9.5,9.5 > 9.5,9.5,,311.478.989,268.700.541,,311478989.0,268700541.0
9.6,9.6,9.6,Theo ngành nghề kinh doanh,,,,,
9.6,9.6,9.6,Theo ngành nghề kinh doanh,31.12.2020Triệu VND,31.12.2019Triệu VND,,,
9.6,9.6 > 9.6,9.6,Thương mại,55.608.986,50.286.592,,55608986.0,50286592.0
9.6,9.6 > 9.6,9.6,"Nông, lâm nghiệp",1.073.201,944.875,,1073201.0,944875.0
9.6,9.6 > 9.6,9.6,Sản xuất và gia công chế biến,24.652.866,23.992.177,,24652866.0,23992177.0
9.6,9.6 > 9.6,9.6,Xây dựng,14.862.172,12.463.481,,14862172.0,12463481.0
9.6,9.6 > 9.6,9.6,Dịch vụ cá nhân và cộng đồng,7.345.463,5.686.841,,7345463.0,5686841.0
9.6,9.6 > 9.6,9.6,"Kho bãi, giao thông vận tải và thông tin liên lạc",3.498.043,2.803.690,,3498043.0,2803690.0
9.6,9.6 > 9.6,9.6,Giáo dục và đào tạo,755.582,695.851,,755582.0,695851.0
9.6,9.6 > 9.6,9.6,Tư vấn và kinh doanh bất động sản,4.747.605,4.589.815,,4747605.0,4589815.0
9.6,9.6 > 9.6,9.6,Nhà hàng và khách sạn,2.718.319,2.563.235,,2718319.0,2563235.0
9.6,9.6 > 9.6,9.6,Dịch vụ tài chính,90.739,16.905,,90739.0,16905.0
9.6,9.6 > 9.6,9.6,Các ngành nghề khác,196.126.013,164.657.079,,196126013.0,164657079.0
9.6,9.6 > 9.6,9.6,,311.478.989,268.700.541,,311478989.0,268700541.0
