row_label_raw,row_label_full,col_0,31.12.2020 > Số cổ phiếu,31.12.2020 > Giá trịTriệu VND,31.12.2019 > Số cổ phiếu,31.12.2019 > Giá trịTriệu VND,numeric__31.12.2020 > Số cổ phiếu,numeric__31.12.2020 > Giá trịTriệu VND,numeric__31.12.2019 > Số cổ phiếu,numeric__31.12.2019 > Giá trịTriệu VND
Vốn cổ phần được duyệt đãphát hành,Vốn cổ phần được duyệt đãphát hành,Vốn cổ phần được duyệt đãphát hành,2.161.558.460,21.615.585,1.662.737.277,16.627.373,2161558460.0,21615585.0,1662737277.0,16627373.0
Cổ phiếu quỹ,Cổ phiếu quỹ,Cổ phiếu quỹ,-,-,(6.222.000),(99.981),,,-6222000.0,-99981.0
Cổ phiếu phổ thông đang lưu hành,Cổ phiếu phổ thông đang lưu hành,Cổ phiếu phổ thông đang lưu hành,2.161.558.460,21.615.585,1.656.515.277,16.527.392,2161558460.0,21615585.0,1656515277.0,16527392.0
