row_label_raw,row_label_full,col_0,31.12.2020Triệu VND,31.12.2019Triệu VND,numeric__31.12.2020Triệu VND,numeric__31.12.2019Triệu VND
Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,,
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,,
Chứng khoán Chính phủ,Chứng khoán Nợ > Chứng khoán Chính phủ,Chứng khoán Chính phủ,9.779.851,9.893.342,9779851.0,9893342.0
Chứng khoán nợ do các TCTD trong nước phát hành,Chứng khoán Nợ > Chứng khoán nợ do các TCTD trong nước phát hành,Chứng khoán nợ do các TCTD trong nước phát hành,302.420,-,302420.0,
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,,
Chứng khoán vốn do các TCKT trong nước phát hành,Chứng khoán Vốn > Chứng khoán vốn do các TCKT trong nước phát hành,Chứng khoán vốn do các TCKT trong nước phát hành,708.161,708.161,708161.0,708161.0
Tổng chứng khoán đầu tư sẵn sàng để bán,Chứng khoán Vốn > Tổng chứng khoán đầu tư sẵn sàng để bán,Tổng chứng khoán đầu tư sẵn sàng để bán,10.790.432,10.601.503,10790432.0,10601503.0
Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,,
Dự phòng giảm giá chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán > Dự phòng giảm giá chứng khoán đầu tư sẵn sàng để bán,Dự phòng giảm giá chứng khoán đầu tư sẵn sàng để bán,(439.685),(466.865),-439685.0,-466865.0
,,,10.350.747,10.134.638,10350747.0,10134638.0
Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),,
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,,
Chứng khoán Chính phủ (i),Chứng khoán Nợ > Chứng khoán Chính phủ (i),Chứng khoán Chính phủ (i),53.048.264,45.821.522,53048264.0,45821522.0
Tổng chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán Nợ > Tổng chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Tổng chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),53.048.264,45.821.522,53048264.0,45821522.0
Tổng chứng khoán đầu tư,Chứng khoán Nợ > Tổng chứng khoán đầu tư,Tổng chứng khoán đầu tư,63.399.011,55.956.160,63399011.0,55956160.0
