row_label_raw,row_label_full,col_0,Miền Bắc Triệu VND,Miền Trung Triệu VND,Miền Nam Triệu VND,Loại trừ Triệu VND,Tổng cộng Triệu VND,numeric__Miền Bắc Triệu VND,numeric__Miền Trung Triệu VND,numeric__Miền Nam Triệu VND,numeric__Loại trừ Triệu VND,numeric__Tổng cộng Triệu VND
Tài sản,Tài sản,Tài sản,69.335.711,35.652.657,391.369.827,(112.843.756),383.514.439,69335711.0,35652657.0,391369827.0,-112843756.0,383514439.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,68.098.391,35.148.260,363.126.997,(110.624.568),355.749.080,68098391.0,35148260.0,363126997.0,-110624568.0,355749080.0
Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,1.237.321,504.397,5.812.285,(38.067),7.515.936,1237321.0,504397.0,5812285.0,-38067.0,7515936.0
