row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2023 > VND,01/01/2023(Trình bày lại) > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2023 > VND,numeric__01/01/2023(Trình bày lại) > VND
100,100,100,A. TÀI SẢN NGẮN HẠN,,4.842.851.346.133,4.670.170.773.960,,,4842851346133.0,4670170773960.0
110,110,110,I. Tiền và các khoản tương đương tiền,3,805.500.772.847,471.031.758.711,,3.0,805500772847.0,471031758711.0
111,111,111,1. Tiền,,95.300.772.847,135.031.758.711,,,95300772847.0,135031758711.0
112,112,112,2. Các khoản tương đương tiền,,710.200.000.000,336.000.000.000,,,710200000000.0,336000000000.0
120,120,120,II. Các khoản đầu tư tài chính ngắn hạn,4,2.343.937.035.344,2.191.856.493.051,,4.0,2343937035344.0,2191856493051.0
121,121,121,1. Chứng khoán kinh doanh,,1.163.634.161,1.163.634.161,,,1163634161.0,1163634161.0
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doanh,,(68.237.000),(68.237.000),,,-68237000.0,-68237000.0
123,123,123,3. Đầu tư nắm giữ đến ngày đáo hạn,,2.342.841.638.183,2.190.761.095.890,,,2342841638183.0,2190761095890.0
130,130,130,III. Các khoản phải thu ngắn hạn,,1.536.057.292.612,1.845.598.119.628,,,1536057292612.0,1845598119628.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,5,121.493.747.897,186.973.077.902,,5.0,121493747897.0,186973077902.0
132,132,132,2. Trà trước cho người bán ngắn hạn,6,12.622.100.641,18.095.160.495,,6.0,12622100641.0,18095160495.0
135,135,135,3. Phải thu về cho vay ngắn hạn,7,360.069.883.352,314.671.979.004,,7.0,360069883352.0,314671979004.0
136,136,136,4. Phải thu ngắn hạn khác,8,1.315.733.068.462,1.536.058.440.456,,8.0,1315733068462.0,1536058440456.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(273.861.507.740),(210.200.538.229),,,-273861507740.0,-210200538229.0
140,140,140,IV. Hàng tồn kho,,48.749.372.106,59.865.098.033,,,48749372106.0,59865098033.0
141,141,141,1. Hàng tồn kho,10,48.749.372.106,59.865.098.033,,10.0,48749372106.0,59865098033.0
150,150,150,V. Tài sản ngắn hạn khác,,108.606.873.224,101.819.304.537,,,108606873224.0,101819304537.0
151,151,151,1. Chi phí trả trước ngắn hạn,,1.974.191.123,313.374.357,,,1974191123.0,313374357.0
153,153,153,2. Thuế và các khoản khác phải thu Nhà nước,15,106.632.682.101,101.505.930.180,,15.0,106632682101.0,101505930180.0
