row_label_raw,row_label_full,col_0,col_1,31/12/2023,01/01/2023,numeric__col_1,numeric__31/12/2023,numeric__01/01/2023
,,,,VND,VND,,,
Bên khác,Bên khác,Bên khác,Bên khác,,,,,
- Công ty Cổ phần Vạn Lợi Kon Tum Việt Nam,Bên khác > - Công ty Cổ phần Vạn Lợi Kon Tum Việt Nam,- Công ty Cổ phần Vạn Lợi Kon Tum Việt Nam,- Công ty Cổ phần Vạn Lợi Kon Tum Việt Nam,8.016.326.623,-,,8016326623.0,
- Công ty TNHH MTV Đặng Thái Gia,Bên khác > - Công ty TNHH MTV Đặng Thái Gia,- Công ty TNHH MTV Đặng Thái Gia,- Công ty TNHH MTV Đặng Thái Gia,4.016.628.000,-,,4016628000.0,
- Công ty TNHH Nam Long,Bên khác > - Công ty TNHH Nam Long,- Công ty TNHH Nam Long,- Công ty TNHH Nam Long,2.724.750.000,-,,2724750000.0,
- Các đối tượng khác,Bên khác > - Các đối tượng khác,- Các đối tượng khác,- Các đối tượng khác,1.196.400.952,827.346.752,,1196400952.0,827346752.0
,,,,15.954.105.575,827.346.752,,15954105575.0,827346752.0
17 . CHI PHÍ PHẢI TRẢ NGẮN HẠN,17 . CHI PHÍ PHẢI TRẢ NGẮN HẠN,17 . CHI PHÍ PHẢI TRẢ NGẮN HẠN,17 . CHI PHÍ PHẢI TRẢ NGẮN HẠN,,,,,
,,,,31/12/2023,01/01/2023,,,
,,,,VND,VND,,,
- Chi phí lãi vay,17 . CHI PHÍ PHẢI TRẢ NGẮN HẠN > - Chi phí lãi vay,- Chi phí lãi vay,- Chi phí lãi vay,1.194.929.186,1.792.393.779,,1194929186.0,1792393779.0
- Chi phí phải trả khác,17 . CHI PHÍ PHẢI TRẢ NGẮN HẠN > - Chi phí phải trả khác,- Chi phí phải trả khác,- Chi phí phải trả khác,1.125.968.367,4.276.252.029,,1125968367.0,4276252029.0
,,,,2.320.897.553,6.068.645.808,,2320897553.0,6068645808.0
18 . PHẢI TRẢ KHÁC,18 . PHẢI TRẢ KHÁC,18 . PHẢI TRẢ KHÁC,18 . PHẢI TRẢ KHÁC,,,,,
,,,,31/12/2023,01/01/2023(Trình bày lại),,,
,,,,VND,VND,,,
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,,
a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,,,,,
Khoản phải trả tại Văn phòng Tập đoàn,a.1) Chi tiết theo nội dung > Khoản phải trả tại Văn phòng Tập đoàn,Khoản phải trả tại Văn phòng Tập đoàn,Khoản phải trả tại Văn phòng Tập đoàn,98.094.916.418,126.541.204.635,,98094916418.0,126541204635.0
- Kinh phí công đoàn,a.1) Chi tiết theo nội dung > - Kinh phí công đoàn,- Kinh phí công đoàn,- Kinh phí công đoàn,285.985.189,541.346.568,,285985189.0,541346568.0
- Phải trả tiền xuất khẩu ủy thác mũ cao su,a.1) Chi tiết theo nội dung > - Phải trả tiền xuất khẩu ủy thác mũ cao su,- Phải trả tiền xuất khẩu ủy thác mũ cao su,- Phải trả tiền xuất khẩu ủy thác mũ cao su,17.644.129.202,8.727.358.900,,17644129202.0,8727358900.0
- Phải trả về cổ phần hoá (*),a.1) Chi tiết theo nội dung > - Phải trả về cổ phần hoá (*),- Phải trả về cổ phần hoá (*),- Phải trả về cổ phần hoá (*),75.109.000.000,75.109.000.000,,75109000000.0,75109000000.0
- Phải trả về cổ tức,a.1) Chi tiết theo nội dung > - Phải trả về cổ tức,- Phải trả về cổ tức,- Phải trả về cổ tức,634.244.577,784.512.672,,634244577.0,784512672.0
- Phải trả khác,a.1) Chi tiết theo nội dung > - Phải trả khác,- Phải trả khác,- Phải trả khác,4.421.557.450,41.378.986.495,,4421557450.0,41378986495.0
Khoản phải trả sáp nhập từ Công ty Tài chính Cao su,a.1) Chi tiết theo nội dung > Khoản phải trả sáp nhập từ Công ty Tài chính Cao su,Khoản phải trả sáp nhập từ Công ty Tài chính Cao su,Khoản phải trả sáp nhập từ Công ty Tài chính Cao su,15.917.094.773,18.401.679.489,,15917094773.0,18401679489.0
"- Các khoản phải trả, phải nộp khác","a.1) Chi tiết theo nội dung > - Các khoản phải trả, phải nộp khác","- Các khoản phải trả, phải nộp khác","- Các khoản phải trả, phải nộp khác",15.917.094.773,15.881.243.069,,15917094773.0,15881243069.0
- Các khoản phải nộp ngân sách Nhà nước,a.1) Chi tiết theo nội dung > - Các khoản phải nộp ngân sách Nhà nước,- Các khoản phải nộp ngân sách Nhà nước,- Các khoản phải nộp ngân sách Nhà nước,-,2.520.436.420,,,2520436420.0
,,,,114.012.011.191,144.942.884.124,,114012011191.0,144942884124.0
a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,,,,,
Bên liên quan,a.2) Chi tiết theo đối tượng > Bên liên quan,Bên liên quan,Bên liên quan,17.712.283.544,37.276.902.395,,17712283544.0,37276902395.0
- Công ty CP Cao su Chư Sê - Kampongthom,a.2) Chi tiết theo đối tượng > - Công ty CP Cao su Chư Sê - Kampongthom,- Công ty CP Cao su Chư Sê - Kampongthom,- Công ty CP Cao su Chư Sê - Kampongthom,-,28.481.389.153,,,28481389153.0
- Công ty TNHH MTV Cao su Bình Long,a.2) Chi tiết theo đối tượng > - Công ty TNHH MTV Cao su Bình Long,- Công ty TNHH MTV Cao su Bình Long,- Công ty TNHH MTV Cao su Bình Long,14.037.334.453,3.350.145.910,,14037334453.0,3350145910.0
- Công ty Cổ phần Cao su Hòa Bình,a.2) Chi tiết theo đối tượng > - Công ty Cổ phần Cao su Hòa Bình,- Công ty Cổ phần Cao su Hòa Bình,- Công ty Cổ phần Cao su Hòa Bình,3.606.794.749,-,,3606794749.0,
- Các bên liên quan khác,a.2) Chi tiết theo đối tượng > - Các bên liên quan khác,- Các bên liên quan khác,- Các bên liên quan khác,68.154.342,5.445.367.332,,68154342.0,5445367332.0
Bên khác,a.2) Chi tiết theo đối tượng > Bên khác,Bên khác,Bên khác,96.299.727.647,107.665.981.729,,96299727647.0,107665981729.0
,,,,114.012.011.191,144.942.884.124,,114012011191.0,144942884124.0
