row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2023 > VND,Năm 2022 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2023 > VND,numeric__Năm 2022 > VND
I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,"1. Tiền thu từ bán hàng, cung cấp dịch vụ và doanh thu khác",,2.424.431.395.357,1.592.774.059.458,,,2424431395357.0,1592774059458.0
02,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,2. Tiền chi trả cho người cung cấp hàng hóa và dịch vụ,,(2.318.768.931.024),(1.717.959.920.752),,,-2318768931024.0,-1717959920752.0
03,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03,03,3. Tiền chi trả cho người lao động,,(75.095.618.077),(81.730.460.892),,,-75095618077.0,-81730460892.0
04,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04,04,4. Tiền lãi vay đã trả,,(7.686.611.785),(10.482.439.689),,,-7686611785.0,-10482439689.0
06,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06,06,5. Tiền thu khác từ hoạt động kinh doanh,,140.585.185.617,301.695.014.789,,,140585185617.0,301695014789.0
07,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 07,07,6. Tiền chi khác cho hoạt động kinh doanh,,(208.690.945.704),(734.427.404.253),,,-208690945704.0,-734427404253.0
20,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,(45.225.525.616),(650.131.151.339),,,-45225525616.0,-650131151339.0
II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,,
21,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 21,21,"1. Tiền chi để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",,(1.143.522.600),(7.068.580.000),,,-1143522600.0,-7068580000.0
22,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 22,22,"2. Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",,40.800.000,950.757.500,,,40800000.0,950757500.0
23,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 23,23,"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(3.970.900.000.000),(3.008.511.911.089),,,-3970900000000.0,-3008511911089.0
24,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 24,24,"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,3.865.663.238.436,2.875.571.382.946,,,3865663238436.0,2875571382946.0
25,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 25,25,5. Tiền chi đầu tư góp vốn vào đơn vị khác,,-,(15.100.000.000),,,,-15100000000.0
26,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 26,26,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,1.000,-,,,1000.0,
27,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 27,27,"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,1.917.293.819.453,2.297.898.240.544,,,1917293819453.0,2297898240544.0
30,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,1.810.954.336.289,2.143.739.889.901,,,1810954336289.0,2143739889901.0
III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
34,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 34,34,1. Tiền trả nợ gốc vay,,(31.514.615.908),(31.514.615.908),,,-31514615908.0,-31514615908.0
36,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 36,36,"2. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(1.400.150.268.095),(1.638.024.238.168),,,-1400150268095.0,-1638024238168.0
40,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,(1.431.664.884.003),(1.669.538.854.076),,,-1431664884003.0,-1669538854076.0
50,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 50,50,Lưu chuyển tiền thuần trong năm,,334.063.926.670,(175.930.115.514),,,334063926670.0,-175930115514.0
60,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 60,60,Tiền và tương đương tiền đầu năm,,471.031.758.711,646.721.075.534,,,471031758711.0,646721075534.0
61,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,405.087.466,240.798.691,,,405087466.0,240798691.0
70,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 70,70,Tiền và tương đương tiền cuối năm,3,805.500.772.847,471.031.758.711,,3.0,805500772847.0,471031758711.0
