row_label_raw,row_label_full,col_0,Số tiền,numeric__Số tiền
,,,VND,
Kết quả kinh doanh sau thuế,Kết quả kinh doanh sau thuế,Kết quả kinh doanh sau thuế,1.730.644.046.924,1730644046924.0
Trích quỹ đầu tư phát triển với số tiền:,Trích quỹ đầu tư phát triển với số tiền:,Trích quỹ đầu tư phát triển với số tiền:,319.934.387.591,319934387591.0
Trích Quỹ thường của Người quản lý,Trích Quỹ thường của Người quản lý,Trích Quỹ thường của Người quản lý,1.068.973.333,1068973333.0
"Trích quỹ khen thường, phúc lợi với số tiền:","Trích quỹ khen thường, phúc lợi với số tiền:","Trích quỹ khen thường, phúc lợi với số tiền:",9.640.686.000,9640686000.0
"Chi trả cổ tức bằng tiền mặt với tỷ lệ 3,5%/Vốn điều lệ với số tiền:(**)","Chi trả cổ tức bằng tiền mặt với tỷ lệ 3,5%/Vốn điều lệ với số tiền:(**)","Chi trả cổ tức bằng tiền mặt với tỷ lệ 3,5%/Vốn điều lệ với số tiền:(**)",1.400.000.000.000,1400000000000.0
Lợi nhuận còn lại chưa phân phối là:,Lợi nhuận còn lại chưa phân phối là:,Lợi nhuận còn lại chưa phân phối là:,-,
