row_label_raw,row_label_full,col_0,Từ 1 nămtrở xuống,Trên 1 nămđến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 nămtrở xuống,numeric__Trên 1 nămđến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/12/2023,Tại ngày 31/12/2023,Tại ngày 31/12/2023,Tại ngày 31/12/2023,Tại ngày 31/12/2023,Tại ngày 31/12/2023,Tại ngày 31/12/2023,,,,
Tiền và các khoản tương đương tiền,Tại ngày 31/12/2023 > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,805.060.237.973,-,-,805.060.237.973,805060237973.0,,,805060237973.0
"Phải thu khách hàng, phải thu khác","Tại ngày 31/12/2023 > Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",1.420.387.596.343,2.352.006.871.679,-,3.772.394.468.022,1420387596343.0,2352006871679.0,,3772394468022.0
Các khoản cho vay,Tại ngày 31/12/2023 > Các khoản cho vay,Các khoản cho vay,2.445.889.233.811,408.719.303.811,-,2.854.608.537.622,2445889233811.0,408719303811.0,,2854608537622.0
,,,4.671.337.068.127,2.760.726.175.490,-,7.432.063.243.617,4671337068127.0,2760726175490.0,,7432063243617.0
Tại ngày 01/01/2023,Tại ngày 01/01/2023,Tại ngày 01/01/2023,Tại ngày 01/01/2023,Tại ngày 01/01/2023,Tại ngày 01/01/2023,Tại ngày 01/01/2023,,,,
Tiền và các khoản tương đương tiền,Tại ngày 01/01/2023 > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,469.901.837.844,-,-,469.901.837.844,469901837844.0,,,469901837844.0
"Phải thu khách hàng, phải thu khác","Tại ngày 01/01/2023 > Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",1.712.135.907.049,2.353.606.871.679,-,4.065.742.778.728,1712135907049.0,2353606871679.0,,4065742778728.0
Các khoản cho vay,Tại ngày 01/01/2023 > Các khoản cho vay,Các khoản cho vay,2.306.128.147.974,443.422.646.413,-,2.749.550.794.387,2306128147974.0,443422646413.0,,2749550794387.0
,,,4.488.165.892.867,2.797.029.518.092,-,7.285.195.410.959,4488165892867.0,2797029518092.0,,7285195410959.0
