row_label_raw,row_label_full,col_0,31/12/2023 > Giá trịVND,31/12/2023 > Dự phòngVND,01/01/2023 > Giá trịVND,01/01/2023 > Dự phòngVND,numeric__31/12/2023 > Giá trịVND,numeric__31/12/2023 > Dự phòngVND,numeric__01/01/2023 > Giá trịVND,numeric__01/01/2023 > Dự phòngVND
Bên liên quan,Bên liên quan,Bên liên quan,56.088.000,-,134.795.700,-,56088000.0,,134795700.0,
- Công ty CP Gỗ MDF VRG Kiên Giang,- Công ty CP Gỗ MDF VRG Kiên Giang,- Công ty CP Gỗ MDF VRG Kiên Giang,-,-,122.766.300,-,,,122766300.0,
- Công ty CP Cao su Chư Sê - Kampongthom,- Công ty CP Cao su Chư Sê - Kampongthom,- Công ty CP Cao su Chư Sê - Kampongthom,-,-,12.029.400,-,,,12029400.0,
- Công ty CP Xuất Khẩu Cao su VRG Nhật Bản,- Công ty CP Xuất Khẩu Cao su VRG Nhật Bản,- Công ty CP Xuất Khẩu Cao su VRG Nhật Bản,56.088.000,-,-,-,56088000.0,,,
Bên khác,Bên khác,Bên khác,121.437.659.897,(4.670.275.303),186.838.282.202,(488.211.600),121437659897.0,-4670275303.0,186838282202.0,-488211600.0
- Công ty TNHH Đức Việt,- Công ty TNHH Đức Việt,- Công ty TNHH Đức Việt,24.772.633.805,-,-,-,24772633805.0,,,
- Công ty CP Đầu tư và Dịch vụ Sao Kim,- Công ty CP Đầu tư và Dịch vụ Sao Kim,- Công ty CP Đầu tư và Dịch vụ Sao Kim,27.007.205.024,(3.976.506.103),8.449.682.952,-,27007205024.0,-3976506103.0,8449682952.0,
- Công ty CP Hưng Hải Thịnh,- Công ty CP Hưng Hải Thịnh,- Công ty CP Hưng Hải Thịnh,51.017.746.500,-,72.450.919.800,-,51017746500.0,,72450919800.0,
- Công ty CP Vạn Lợi Kon Tum Việt Nam,- Công ty CP Vạn Lợi Kon Tum Việt Nam,- Công ty CP Vạn Lợi Kon Tum Việt Nam,-,-,23.700.000.002,-,,,23700000002.0,
- Các khách hàng khác,- Các khách hàng khác,- Các khách hàng khác,18.640.074.568,(693.769.200),82.237.679.448,(488.211.600),18640074568.0,-693769200.0,82237679448.0,-488211600.0
,,,121.493.747.897,(4.670.275.303),186.973.077.902,(488.211.600),121493747897.0,-4670275303.0,186973077902.0,-488211600.0
