row_label_raw,row_label_full,col_0,Từ 1 nămtrở xuống,Trên 1 nămđến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 nămtrở xuống,numeric__Trên 1 nămđến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/12/2023,Tại ngày 31/12/2023,Tại ngày 31/12/2023,Tại ngày 31/12/2023,Tại ngày 31/12/2023,Tại ngày 31/12/2023,Tại ngày 31/12/2023,,,,
Vay và nợ,Tại ngày 31/12/2023 > Vay và nợ,Vay và nợ,31.514.615.908,31.514.615.897,-,63.029.231.805,31514615908.0,31514615897.0,,63029231805.0
"Phải trả người bán, phải trả khác","Tại ngày 31/12/2023 > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",213.804.494.291,15.134.725.057,-,228.939.219.348,213804494291.0,15134725057.0,,228939219348.0
Chi phí phải trả,Tại ngày 31/12/2023 > Chi phí phải trả,Chi phí phải trả,2.320.897.553,-,-,2.320.897.553,2320897553.0,,,2320897553.0
,,,247.640.007.752,46.649.340.954,-,294.289.348.706,247640007752.0,46649340954.0,,294289348706.0
Tại ngày 01/01/2023,Tại ngày 01/01/2023,Tại ngày 01/01/2023,Tại ngày 01/01/2023,Tại ngày 01/01/2023,Tại ngày 01/01/2023,Tại ngày 01/01/2023,,,,
Vay và nợ,Tại ngày 01/01/2023 > Vay và nợ,Vay và nợ,31.514.615.908,63.029.231.805,-,94.543.847.713,31514615908.0,63029231805.0,,94543847713.0
"Phải trả người bán, phải trả khác","Tại ngày 01/01/2023 > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",273.645.964.393,15.114.717.517,-,288.760.681.910,273645964393.0,15114717517.0,,288760681910.0
Chi phí phải trả,Tại ngày 01/01/2023 > Chi phí phải trả,Chi phí phải trả,6.068.645.808,-,-,6.068.645.808,6068645808.0,,,6068645808.0
,,,311.229.226.109,78.143.949.322,-,389.373.175.431,311229226109.0,78143949322.0,,389373175431.0
