row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2023,01/01/2023(Trình bày lại),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2023,numeric__01/01/2023(Trình bày lại)
,,,,,VND,VND,,,,
300,300,300,C. NỘ PHẢI TRẢ,,415.024.661.666,502.895.233.304,,,415024661666.0,502895233304.0
310,310,310,I. Nợ ngắn hạn,,368.375.320.712,424.751.283.982,,,368375320712.0,424751283982.0
311,311,311,1. Phải trả người bán ngắn hạn,14,99.792.483.100,128.703.080.269,,14.0,99792483100.0,128703080269.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,16,15.954.105.575,827.346.752,,16.0,15954105575.0,827346752.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,15,14.455.594.023,11.128.900.505,,15.0,14455594023.0,11128900505.0
314,314,314,4. Phải trả người lao động,,28.315.495.563,25.610.184.804,,,28315495563.0,25610184804.0
315,315,315,5. Chi phí phải trả ngắn hạn,17,2.320.897.553,6.068.645.808,,17.0,2320897553.0,6068645808.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,,153.584.016,180.009.375,,,153584016.0,180009375.0
319,319,319,7. Phải trả ngắn hạn khác,18,114.012.011.191,144.942.884.124,,18.0,114012011191.0,144942884124.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,13,31.514.615.908,31.514.615.908,,13.0,31514615908.0,31514615908.0
322,322,322,9. Quỹ khen thưởng phúc lợi,,61.856.533.783,75.775.616.437,,,61856533783.0,75775616437.0
330,330,330,II. Nợ dài hạn,,46.649.340.954,78.143.949.322,,,46649340954.0,78143949322.0
337,337,337,1. Phải trả dài hạn khác,18,15.134.725.057,15.114.717.517,,18.0,15134725057.0,15114717517.0
338,338,338,2. Vay và nợ thuê tài chính dài hạn,13,31.514.615.897,63.029.231.805,,13.0,31514615897.0,63029231805.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,43.387.438.797.510,43.365.050.994.795,,,43387438797510.0,43365050994795.0
410,410,410,I. Vốn chủ sở hữu,19,43.387.438.797.510,43.365.050.994.795,,19.0,43387438797510.0,43365050994795.0
411,411,411,1. Vốn đầu tư của chủ sở hữu,,40.000.000.000.000,40.000.000.000.000,,,40000000000000.0,40000000000000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,40.000.000.000.000,40.000.000.000.000,,,40000000000000.0,40000000000000.0
418,418,418,2. Quỹ đầu tư phát triển,,1.929.177.065.651,1.609.242.678.060,,,1929177065651.0,1609242678060.0
421,421,421,3. Lợi nhuận sau thuế chưa phân phối,,1.458.261.731.859,1.755.808.316.735,,,1458261731859.0,1755808316735.0
421a,421a,421a,- LNST chưa phân phối lũy kế đến cuối năm trước,,25.164.269.811,18.058.195.433,,,25164269811.0,18058195433.0
421b,421b,421b,- LNST chưa phân phối năm nay,,1.433.097.462.048,1.737.750.121.302,,,1433097462048.0,1737750121302.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,43.802.463.459.176,43.867.946.228.099,,,43802463459176.0,43867946228099.0
