row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2023,Năm 2022,numeric__Mối quan hệ,numeric__Năm 2023,numeric__Năm 2022
,,,Mối quan hệ,VND,VND,,,
Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ban Tổng Giám đốc,,,
- Ông Trương Minh Trung,Ban Tổng Giám đốc > - Ông Trương Minh Trung,- Ông Trương Minh Trung,Phó Tổng Giám đốc,912.190.854,957.669.000,,912190854.0,957669000.0
- Ông Lê Thanh Tú,Ban Tổng Giám đốc > - Ông Lê Thanh Tú,- Ông Lê Thanh Tú,Phó Tổng Giám đốc,594.907.079,957.669.000,,594907079.0,957669000.0
- Ông Trần Thanh Phụng,Ban Tổng Giám đốc > - Ông Trần Thanh Phụng,- Ông Trần Thanh Phụng,Phó Tổng Giám đốc,912.190.854,957.669.000,,912190854.0,957669000.0
- Ông Lê Đình Bửu Trí,Ban Tổng Giám đốc > - Ông Lê Đình Bửu Trí,- Ông Lê Đình Bửu Trí,Phó Tổng Giám đốc,912.190.854,558.640.000,,912190854.0,558640000.0
- Ông Đỗ Hữu Phước,Ban Tổng Giám đốc > - Ông Đỗ Hữu Phước,- Ông Đỗ Hữu Phước,Phó Tổng Giám đốc,912.190.854,558.640.000,,912190854.0,558640000.0
- Ông Huỳnh Kim Nhựt,Ban Tổng Giám đốc > - Ông Huỳnh Kim Nhựt,- Ông Huỳnh Kim Nhựt,Phó Tổng Giám đốc,912.190.854,558.640.000,,912190854.0,558640000.0
- Ông Phạm Hải Dương,Ban Tổng Giám đốc > - Ông Phạm Hải Dương,- Ông Phạm Hải Dương,Phó Tổng Giám đốc,285.964.593,-,,285964593.0,
- Ông Phạm Văn Hôi Em,Ban Tổng Giám đốc > - Ông Phạm Văn Hôi Em,- Ông Phạm Văn Hôi Em,Kế toán trưởng,826.542.753,867.872.000,,826542753.0,867872000.0
Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,,,
- Ông Đỗ Khắc Thăng,Ban Kiểm soát > - Ông Đỗ Khắc Thăng,- Ông Đỗ Khắc Thăng,Trường Ban kiểm soát,826.672.961,867.872.000,,826672961.0,867872000.0
- Ông Nguyễn Minh Đức,Ban Kiểm soát > - Ông Nguyễn Minh Đức,- Ông Nguyễn Minh Đức,Kiểm soát viên,123.600.000,126.583.000,,123600000.0,126583000.0
- Ông Võ Văn Tuấn,Ban Kiểm soát > - Ông Võ Văn Tuấn,- Ông Võ Văn Tuấn,Kiểm soát viên,123.600.000,126.583.000,,123600000.0,126583000.0
- Ông Trần Khắc Chung (*),Ban Kiểm soát > - Ông Trần Khắc Chung (*),- Ông Trần Khắc Chung (*),Kiểm soát viên,-,3.617.000,,,3617000.0
- Ông Giang Hoa Vũ (*),Ban Kiểm soát > - Ông Giang Hoa Vũ (*),- Ông Giang Hoa Vũ (*),Kiểm soát viên,-,3.617.000,,,3617000.0
