row_label_raw,row_label_full,col_0,Môi quan hệ,31/12/2023,01/01/2023,numeric__Môi quan hệ,numeric__31/12/2023,numeric__01/01/2023
,,,Môi quan hệ,VND,VND,,,
Phải thu về ứng vốn kinh doanh,Phải thu về ứng vốn kinh doanh,Phải thu về ứng vốn kinh doanh,,11.722.169.876,13.322.169.876,,11722169876.0,13322169876.0
- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,Công ty con,6.922.169.876,6.922.169.876,,6922169876.0,6922169876.0
- Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,Công ty con,4.800.000.000,6.400.000.000,,4800000000.0,6400000000.0
Phải thu về tạm ứng vốn điều lệ,Phải thu về tạm ứng vốn điều lệ,Phải thu về tạm ứng vốn điều lệ,,2.347.206.871.679,2.347.206.871.679,,2347206871679.0,2347206871679.0
- Công ty TNHH MTV Tổng Công ty Cao su Đồng Nai,- Công ty TNHH MTV Tổng Công ty Cao su Đồng Nai,- Công ty TNHH MTV Tổng Công ty Cao su Đồng Nai,Công ty con,524.552.659.475,524.552.659.475,,524552659475.0,524552659475.0
- Công ty TNHH MTV Cao su Lộc Ninh,- Công ty TNHH MTV Cao su Lộc Ninh,- Công ty TNHH MTV Cao su Lộc Ninh,Công ty con,213.738.989.400,213.738.989.400,,213738989400.0,213738989400.0
- Công ty TNHH MTV Cao su Krông Buk,- Công ty TNHH MTV Cao su Krông Buk,- Công ty TNHH MTV Cao su Krông Buk,Công ty con,26.200.000.000,26.200.000.000,,26200000000.0,26200000000.0
- Công ty TNHH MTV Cao su Eah Leo,- Công ty TNHH MTV Cao su Eah Leo,- Công ty TNHH MTV Cao su Eah Leo,Công ty con,17.000.000.000,17.000.000.000,,17000000000.0,17000000000.0
- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,Công ty con,153.947.926.443,153.947.926.443,,153947926443.0,153947926443.0
